Drug Chembl ID,Drug Name,Clinical Trial Phase
CHEMBL494867,Chembl494867,
CHEMBL5095032,Facinicline Hydrochloride,2.0
CHEMBL52885,Enmd-981693,2.0
CHEMBL5314601,Dasatinib Laurylsulfate,1.0
CHEMBL557217,Gramicidin D,
CHEMBL572528,Cibacron Blue,
CHEMBL601445,Chembl601445,
CHEMBL604167,Chembl604167,
CHEMBL605841,Chembl605841,
CHEMBL828,Phenothiazine,2.0
CHEMBL916,Tirofiban,4.0
CHEMBL10316,Idazoxan,3.0
CHEMBL1091705,Chembl1091705,
CHEMBL1159524,Glucuronate,
CHEMBL116583,Carbimide,2.0
CHEMBL1200629,Vecuronium Bromide,4.0
CHEMBL1201745,Choline Fenofibrate,4.0
CHEMBL1208966,Chembl1208966,
CHEMBL1270123,Chembl1270123,
CHEMBL1316334,Chembl1316334,
CHEMBL1324,Tolcapone,4.0
CHEMBL1356238,Pyrithione,
CHEMBL141966,Tnk-6123,
CHEMBL1451179,Ethohexadiol,-1.0
CHEMBL158,Aztreonam,4.0
CHEMBL1604618,Chembl1604618,
CHEMBL1615993,Foslinanib,2.0
CHEMBL168640,Ppl-100,1.0
CHEMBL1802405,Chembl1802405,
CHEMBL1940179,Chembl1940179,
CHEMBL2062266,Dihydrocodeine Bitartrate,4.0
CHEMBL208278,Chembl208278,
CHEMBL2093999,Istaroxime,2.0
CHEMBL2105566,Fenproporex,2.0
CHEMBL2105967,Adelmidrol,2.0
CHEMBL223339,Chembl223339,
CHEMBL233406,Sodium Sulfate Anhydrous,4.0
CHEMBL2435707,Squaric Acid Dibutyl Ester,2.0
CHEMBL24563,Nonanol,
CHEMBL261723,Chembl261723,
CHEMBL286905,Chembl286905,
CHEMBL3127522,Chembl3127522,
CHEMBL320358,Heptanoate,
CHEMBL3311493,Chembl3311493,
CHEMBL367746,9-Deazaguanine,
CHEMBL399121,Hesperetin,0.5
CHEMBL4076124,Chembl4076124,
CHEMBL4088654,Chembl4088654,
CHEMBL4170268,Chembl4170268,
CHEMBL4214320,Chembl4214320,
CHEMBL428880,Cromolyn,4.0
CHEMBL4297384,Gsk-356278,1.0
CHEMBL4297453,Pm-00104,2.0
CHEMBL4298160,Brepocitinib Tosylate,1.0
CHEMBL4533605,Zidebactam,3.0
CHEMBL473489,Chembl473489,
CHEMBL475769,Chembl475769,
CHEMBL479960,Chembl479960,
CHEMBL494270,Chembl494270,
CHEMBL502351,Chembl502351,
CHEMBL5083772,Biib-091,2.0
CHEMBL5095182,Globalagliatin Hydrochloride,1.0
CHEMBL5095230,Atuzaginstat,2.0
CHEMBL513301,Trimazosin,2.0
CHEMBL5314588,Perfluorohexyloctane,4.0
CHEMBL660,Amantadine,4.0
CHEMBL7599,Chembl7599,
CHEMBL1081506,Talniflumate,2.0
CHEMBL1091349,Chembl1091349,
CHEMBL1107,Halofantrine,4.0
CHEMBL1182743,Rimazolium,2.0
CHEMBL1200863,Melphalan Hydrochloride,4.0
CHEMBL1201396,Fluticasone,
CHEMBL1201405,Moexiprilat,2.0
CHEMBL1234282,Chembl1234282,
CHEMBL1258296,Chembl1258296,
CHEMBL1318341,Meticrane,2.0
CHEMBL1453,Digitoxigenin,
CHEMBL15192,Lapachone,2.0
CHEMBL16476,Pronetalol,4.0
CHEMBL1765291,Zaltoprofen,2.0
CHEMBL179633,Chembl179633,
CHEMBL1801204,Azd-8055,1.0
CHEMBL2103779,Fenobam,2.0
CHEMBL2103798,Cediranib Maleate,3.0
CHEMBL2103929,Lymecycline,4.0
CHEMBL2104200,Bunaftine,2.0
CHEMBL2104906,Nandrolone Cyclotate,2.0
CHEMBL227954,Chembl227954,
CHEMBL2308782,Darotropium Bromide,2.0
CHEMBL2347655,Filanesib,2.0
CHEMBL234838,Gw572738X,
CHEMBL2385886,Chembl2385886,
CHEMBL2408242,Chembl2408242,
CHEMBL254832,Fendiline,2.0
CHEMBL3093075,Chembl3093075,
CHEMBL3329755,Chembl3329755,
CHEMBL3342332,A-1155463,
CHEMBL3544973,Ceftaroline Fosamil Acetate,4.0
CHEMBL3688339,Chembl3688339,
CHEMBL3707363,Trimethyldiphenylpropylamine,-1.0
CHEMBL376185,Chembl376185,
CHEMBL3989871,Avacopan,4.0
CHEMBL404422,Butethal,4.0
CHEMBL405346,Chembl405346,
CHEMBL4060320,Chembl4060320,
CHEMBL4073888,Chembl4073888,
CHEMBL4211649,Tinodasertib,2.0
CHEMBL4297668,Milciclib Maleate,1.0
CHEMBL4298151,Miransertib Mesylate,1.0
CHEMBL436559,Cariporide,2.0
CHEMBL467084,Lanicemine,2.0
CHEMBL484785,Crisaborole,4.0
CHEMBL4877117,Chembl4877117,
CHEMBL502835,Nintedanib,4.0
CHEMBL5095043,Atamparib,1.0
CHEMBL5095351,Selnoflast Potassium,1.0
CHEMBL522689,Chembl522689,
CHEMBL539423,Sparsentan,4.0
CHEMBL560976,Dibekacin,2.0
CHEMBL572,Nitrofurantoin,4.0
CHEMBL592540,Chembl592540,
CHEMBL592541,Chembl592541,
CHEMBL609,Trientine,4.0
CHEMBL79,Lidocaine,4.0
CHEMBL964,Disulfiram,4.0
CHEMBL1095607,Reproterol,4.0
CHEMBL1098305,Chembl1098305,
CHEMBL1201155,Loxapine Succinate,4.0
CHEMBL1201191,Levocetirizine,4.0
CHEMBL1201356,Methylergonovine,4.0
CHEMBL1208964,Chembl1208964,
CHEMBL1229855,Chembl1229855,
CHEMBL1230866,Silver,3.0
CHEMBL1236524,Galidesivir,2.0
CHEMBL1237212,Norcantharidin,1.0
CHEMBL1258743,Chembl1258743,
CHEMBL1261,Citric Acid,4.0
CHEMBL1351474,Acesulfame Potassium,3.0
CHEMBL1454946,Flubendazole,2.0
CHEMBL1520837,Gnf-Pf-1859,
CHEMBL1701,Meperidine Hydrochloride,4.0
CHEMBL1940175,Chembl1940175,
CHEMBL2031465,Azd-6703,1.0
CHEMBL203407,Chembl203407,
CHEMBL2103768,Diloxanide,2.0
CHEMBL2105935,Choline Bitartrate,3.0
CHEMBL2111101,Pimavanserin,4.0
CHEMBL2180528,Chembl2180528,
CHEMBL223512,Chembl223512,
CHEMBL227452,Cefotaxime Batsi,
CHEMBL2355839,Isometheptene Mucate,4.0
CHEMBL247272,Chembl247272,
CHEMBL249303,Chembl249303,
CHEMBL251680,Coumaphos,2.0
CHEMBL25889,Chembl25889,
CHEMBL259621,(R)-2-Benzylsuccinic Acid,
CHEMBL263198,Octaaminoacridine,3.0
CHEMBL273862,Hydroxycamptothecin,3.0
CHEMBL289004,Aceturic Acid,
CHEMBL296373,Edatrexate,2.0
CHEMBL315021,Forasartan,2.0
CHEMBL3186538,Cefroxadine,2.0
CHEMBL3426781,Chembl3426781,
CHEMBL3634131,Chembl3634131,
CHEMBL3658400,Chembl3658400,
CHEMBL38508,Gw0742,
CHEMBL3989857,Magnesium Sulfate,4.0
CHEMBL4211828,Chembl4211828,
CHEMBL422872,Azd-4769,1.0
CHEMBL4297348,"Brimapitide, C-Terminal Acid",3.0
CHEMBL4297507,Delgocitinib,3.0
CHEMBL440115,Fk453,1.0
CHEMBL4452527,Chembl4452527,
CHEMBL4519121,Mevidalen Hydroxybenzoate,1.0
CHEMBL460657,Elaidic Acid,
CHEMBL462018,Triciribine Phosphate,2.0
CHEMBL4780617,Chembl4780617,
CHEMBL495330,Chembl495330,
CHEMBL5095028,Glpg-0259,2.0
CHEMBL5095064,Feniralstat,2.0
CHEMBL5201870,Tagtociclib,2.0
CHEMBL560592,Danegaptide,3.0
CHEMBL571159,Chembl571159,
CHEMBL594571,Chembl594571,
CHEMBL73862,Chembl73862,
CHEMBL77484,(S)-Nipecotic Acid,
CHEMBL809,Sertraline,4.0
CHEMBL9324,Tetrylammonium,2.0
CHEMBL103735,Atiprimod,2.0
CHEMBL104,Clotrimazole,4.0
CHEMBL106502,Alamifovir,2.0
CHEMBL1082618,Chembl1082618,
CHEMBL1088977,Ademetionine,
CHEMBL1092,Trihexyphenidyl Hydrochloride,4.0
CHEMBL1099010,Chembl1099010,
CHEMBL112570,Cholesterol,4.0
CHEMBL1201020,Disopyramide Phosphate,4.0
CHEMBL1230270,Chembl1230270,
CHEMBL1230763,Chembl1230763,
CHEMBL1231533,Chembl1231533,
CHEMBL1330,Morphine Glucuronide,2.0
CHEMBL1411210,Chembl1411210,
CHEMBL1433361,Otilonium,3.0
CHEMBL148,Imipenem,4.0
CHEMBL155103,Chembl155103,
CHEMBL157101,Ketoconazole,4.0
CHEMBL1628161,Moxestrol,2.0
CHEMBL1707,Loperamide Hydrochloride,4.0
CHEMBL1738758,Onvansertib,2.0
CHEMBL1819272,Chembl1819272,
CHEMBL1970071,Chembl1970071,
CHEMBL2028987,Degarelix Acetate,4.0
CHEMBL205929,Chembl205929,
CHEMBL2103883,Avatrombopag,4.0
CHEMBL2104534,Styramate,2.0
CHEMBL2104769,Raclopride C 11,1.0
CHEMBL2106710,Fadolmidine Hydrochloride,2.0
CHEMBL2110773,Cimetropium,3.0
CHEMBL2110774,Chlorphenoxamine,4.0
CHEMBL2110796,Bibenzonium,2.0
CHEMBL23588,Flufenamic Acid,4.0
CHEMBL2443138,Chembl2443138,
CHEMBL248712,Chembl248712,
CHEMBL255863,Nilotinib,4.0
CHEMBL271591,Chembl271591,
CHEMBL283766,Chembl283766,
CHEMBL298470,Tafenoquine,4.0
CHEMBL3183117,Chembl3183117,
CHEMBL3183654,Chembl3183654,
CHEMBL3218390,Ggti-2418,1.0
CHEMBL3301668,Carbetocin,4.0
CHEMBL3301800,Cefprozil,
CHEMBL3330410,Chembl3330410,
CHEMBL33899,Chembl33899,
CHEMBL343448,Romidepsin,4.0
CHEMBL3621292,Chembl3621292,
CHEMBL369251,Chembl369251,
CHEMBL3763743,Ttc-352,1.0
CHEMBL387675,Daptomycin,4.0
CHEMBL3990804,Edaglitazone,2.0
CHEMBL4089402,Chembl4089402,
CHEMBL4297290,Tovinontrine,2.0
CHEMBL4297378,Durlobactam Sodium,4.0
CHEMBL4303525,Omaveloxolone,4.0
CHEMBL449062,D-Limonene,2.0
CHEMBL4522930,Bi-605906,
CHEMBL47146,Pd-160946,
CHEMBL4802214,Lufotrelvir,3.0
CHEMBL495492,Chembl495492,
CHEMBL497689,Chembl497689,
CHEMBL507870,Telavancin,4.0
CHEMBL5090394,Chembl5090394,
CHEMBL54918,5-Fluorouridine,2.0
CHEMBL566603,Chembl566603,
CHEMBL570111,Chembl570111,
CHEMBL605580,Chembl605580,
CHEMBL6318,Idoxifene,2.0
CHEMBL65230,Chembl65230,
CHEMBL713,Entecavir Anhydrous,4.0
CHEMBL1047,Tocopherol Acetate,
CHEMBL1090,Vidarabine,4.0
CHEMBL1096,Amlexanox,4.0
CHEMBL1160819,"Ammonia Solution, Strong",4.0
CHEMBL1199540,Halofuginone,
CHEMBL1200382,Bepridil Hydrochloride,4.0
CHEMBL1200670,Saralasin Acetate,4.0
CHEMBL1201104,Methenamine Hippurate,4.0
CHEMBL1201234,Mephentermine,4.0
CHEMBL1201392,Flumethasone,2.0
CHEMBL1230314,Estetrol,4.0
CHEMBL1231859,Chembl1231859,
CHEMBL1235161,Phosphocholine,
CHEMBL1270924,Chembl1270924,
CHEMBL135881,Chembl135881,
CHEMBL1567463,Choline Alfoscerate,
CHEMBL1700,Sotalol Hydrochloride,4.0
CHEMBL170179,Methadyl Acetate,2.0
CHEMBL172513,Carnitine,3.0
CHEMBL174304,Chembl174304,
CHEMBL1774339,Chembl1774339,
CHEMBL1877495,Benmoxin,2.0
CHEMBL1882461,Bevonium,2.0
CHEMBL190170,Chembl190170,
CHEMBL1923983,Bms-066,
CHEMBL192986,Rsm-932A,1.0
CHEMBL2063332,Chembl2063332,
CHEMBL207336,Chembl207336,
CHEMBL2105458,Thenalidine,4.0
CHEMBL221722,Favipiravir,3.0
CHEMBL247660,Chembl247660,
CHEMBL259728,Nitenpyram,
CHEMBL266800,Chembl266800,
CHEMBL267476,Linoleic Acid,2.0
CHEMBL280074,Olomoucine,
CHEMBL314691,Chembl314691,
CHEMBL3236071,Chembl3236071,
CHEMBL3329652,Chembl3329652,
CHEMBL3353354,Chembl3353354,
CHEMBL3526476,Chembl3526476,
CHEMBL3969370,Chembl3969370,
CHEMBL4077617,Chembl4077617,
CHEMBL4079799,Chembl4079799,
CHEMBL4161454,Chembl4161454,
CHEMBL4209692,Chembl4209692,
CHEMBL4210729,Chembl4210729,
CHEMBL4291143,Pc-786,2.0
CHEMBL429392,Chembl429392,
CHEMBL4297303,Mk-2748,1.0
CHEMBL4297492,Gsk-2245035,2.0
CHEMBL4438269,Depulfavirine,2.0
CHEMBL455491,Myrcene,1.0
CHEMBL4567157,Chembl4567157,
CHEMBL458616,"1,6-Hexanediol",
CHEMBL4594253,Mivavotinib Citrate,2.0
CHEMBL4594429,Azd-1390,1.0
CHEMBL4594433,Ml-246,1.0
CHEMBL4650360,Pulrodemstat Besilate,2.0
CHEMBL503,Lovastatin,4.0
CHEMBL516023,Chembl516023,
CHEMBL551064,Aew-541,1.0
CHEMBL551561,Chembl551561,
CHEMBL569766,Chembl569766,
CHEMBL620,Clidinium,4.0
CHEMBL88712,Veliflapon,3.0
CHEMBL908,Chlorprothixene,4.0
CHEMBL96172,Epothilone D,2.0
CHEMBL1076257,Chembl1076257,
CHEMBL1098726,Chembl1098726,
CHEMBL1167,Spectinomycin,4.0
CHEMBL1201774,Sapropterin,4.0
CHEMBL1229937,Dihydroxyacetone,4.0
CHEMBL1230244,Chembl1230244,
CHEMBL1232111,Omigapil,2.0
CHEMBL1624,Levothyroxine,4.0
CHEMBL191896,Oleoyl,2.0
CHEMBL1933577,Chembl1933577,
CHEMBL2041980,Mmv-390048,1.0
CHEMBL2063444,Chembl2063444,
CHEMBL2105619,Betacetylmethadol,2.0
CHEMBL2219640,Strontium Chloride,4.0
CHEMBL222280,Broxuridine,2.0
CHEMBL226267,Arzoxifene,3.0
CHEMBL2315941,Chembl2315941,
CHEMBL2365712,Chembl2365712,
CHEMBL2403843,Chembl2403843,
CHEMBL2442750,Qav680,2.0
CHEMBL248261,Chembl248261,
CHEMBL262103,Chembl262103,
CHEMBL265758,Chembl265758,
CHEMBL275311,Ro-137410,
CHEMBL282575,Estradiol Benzoate,4.0
CHEMBL311226,Castanospermine,-1.0
CHEMBL3186112,Chembl3186112,
CHEMBL3188355,Chembl3188355,
CHEMBL3291011,Chembl3291011,
CHEMBL3329661,Chembl3329661,
CHEMBL334360,Chembl334360,
CHEMBL3343621,Chembl3343621,
CHEMBL3355995,Chembl3355995,
CHEMBL3408947,Ocifisertib,2.0
CHEMBL34474,Diclofop-Methyl,
CHEMBL3544977,Odalasvir,2.0
CHEMBL3545063,Osimertinib Mesylate,4.0
CHEMBL3545166,Drinabant,3.0
CHEMBL3707342,Potassium Salicylate,-1.0
CHEMBL3833378,Penimepicycline,2.0
CHEMBL3942498,Pbf-999,1.0
CHEMBL3989509,Pentazocine Lactate,4.0
CHEMBL3989724,Flurazepam Hydrochloride,4.0
CHEMBL3989845,Imipramine Pamoate,4.0
CHEMBL409867,Chembl409867,
CHEMBL419213,Lisinopril,4.0
CHEMBL4297262,Icomidocholic Acid,3.0
CHEMBL4298168,Ibrexafungerp Citrate,4.0
CHEMBL448343,Lesogaberan,2.0
CHEMBL455384,Chembl455384,
CHEMBL4594282,Nerinetide Acetate,1.0
CHEMBL4643852,Bay-6672,
CHEMBL4650309,Lixumistat Acetate,1.0
CHEMBL4650332,Etavopivat,2.0
CHEMBL47302,Chembl47302,
CHEMBL478,Chlorophenylpiperazine,2.0
CHEMBL4802137,Cx-157,2.0
CHEMBL486214,Methyl Vanillate,
CHEMBL489411,Amorolfine,4.0
CHEMBL495727,At-9283,2.0
CHEMBL5077276,Chembl5077276,
CHEMBL5095180,Fdl169,1.0
CHEMBL5315121,Tecovirimat Monohydrate,4.0
CHEMBL556417,Chembl556417,
CHEMBL565808,Chembl565808,
CHEMBL611,Terazosin,4.0
CHEMBL1002,Levosalbutamol,4.0
CHEMBL1086440,Triclabendazole,4.0
CHEMBL1089701,Chembl1089701,
CHEMBL1091699,Chembl1091699,
CHEMBL1095032,Letaxaban,2.0
CHEMBL1129,Trifluridine,4.0
CHEMBL1186230,Chembl1186230,
CHEMBL1188395,Nepicastat,2.0
CHEMBL119888,Thiosalicylic Acid,
CHEMBL1200661,Unoprostone Isopropyl,4.0
CHEMBL1236230,Chembl1236230,
CHEMBL1255654,Tetracaine Hydrochloride,4.0
CHEMBL125946,Chembl125946,
CHEMBL14882,Chembl14882,
CHEMBL1562610,Meclofenamate Sodium,4.0
CHEMBL1742461,Lafutidine,3.0
CHEMBL1760,Terbutaline,4.0
CHEMBL1765293,Alminoprofen,2.0
CHEMBL1788403,Bioallethrin,4.0
CHEMBL1908373,Onapristone,4.0
CHEMBL193233,Chembl193233,
CHEMBL200022,Claficapavir,2.0
CHEMBL2012520,Ly377604,2.0
CHEMBL2013137,Chembl2013137,
CHEMBL2018221,Chembl2018221,
CHEMBL2023418,Chembl2023418,
CHEMBL206109,Chembl206109,
CHEMBL2063705,Lff-571,2.0
CHEMBL2104523,Cinitapride,3.0
CHEMBL2105345,Propanidid,4.0
CHEMBL2105762,Omarigliptin,4.0
CHEMBL2105763,Quisinostat,2.0
CHEMBL2107486,Tebipenem Pivoxil,3.0
CHEMBL2110727,Cenicriviroc,3.0
CHEMBL2216870,Idelalisib,4.0
CHEMBL2316217,Chembl2316217,
CHEMBL2407745,Chembl2407745,
CHEMBL246600,Combretastatin,1.0
CHEMBL262075,Indiplon,3.0
CHEMBL271984,Chembl271984,
CHEMBL28198,Lofentanil,
CHEMBL292268,3-Methyladenine,
CHEMBL3039503,Lomibuvir,2.0
CHEMBL3188172,Chembl3188172,
CHEMBL329137,Chembl329137,
CHEMBL3304438,Chembl3304438,
CHEMBL3360279,Chembl3360279,
CHEMBL364804,Gw-406381,3.0
CHEMBL3655762,Chembl3655762,
CHEMBL374699,2'-Deoxycytidinemonophosphate,
CHEMBL3775016,Chembl3775016,
CHEMBL386015,Chembl386015,
CHEMBL386073,Chembl386073,
CHEMBL393462,Chembl393462,
CHEMBL3989798,Formoterol Fumarate,4.0
CHEMBL3989805,Elzasonan Hydrochloride,2.0
CHEMBL4089083,Foliglurax,2.0
CHEMBL409803,Angiotensin Amide,2.0
CHEMBL4110551,Sph-3127,3.0
CHEMBL4213986,Chembl4213986,
CHEMBL4297312,Orm-12741,2.0
CHEMBL4297375,Azeloprazole Sodium,1.0
CHEMBL4297503,Baloxavir Marboxil,4.0
CHEMBL43912,Chembl43912,
CHEMBL4472508,Cintirorgon,1.0
CHEMBL4594438,Lenacapavir,4.0
CHEMBL515966,Ezlopitant,2.0
CHEMBL5315052,Rasagiline Tartrate,4.0
CHEMBL561157,Treprostinil Sodium,4.0
CHEMBL578,Enalapril,4.0
CHEMBL595746,Chembl595746,
CHEMBL61872,Talampanel,2.0
CHEMBL7728,Hexobarbital,2.0
CHEMBL106525,Gnf-Pf-3427,
CHEMBL1082,Amoxicillin,4.0
CHEMBL1095828,Chembl1095828,
CHEMBL1095930,Cefuroxime Axetil,4.0
CHEMBL1180725,Propantheline,4.0
CHEMBL1200686,Pimecrolimus,4.0
CHEMBL1200953,Hydrocortisone Probutate,4.0
CHEMBL1232858,3-Hydroxymyristic Acid,
CHEMBL1235491,Chembl1235491,
CHEMBL1237295,Chembl1237295,
CHEMBL1257030,Lonidamine,3.0
CHEMBL1292,Clofazimine,4.0
CHEMBL1485,Arginine,3.0
CHEMBL1549,Hydrocortisone Cypionate,4.0
CHEMBL1550905,Chembl1550905,
CHEMBL1587,Polythiazide,4.0
CHEMBL1598608,Azasetron,2.0
CHEMBL1639,Aliskiren,4.0
CHEMBL1738990,Levopropoxyphene,4.0
CHEMBL176687,Acesulfame,3.0
CHEMBL1801376,Chembl1801376,
CHEMBL1940832,Milveterol,2.0
CHEMBL1951032,Adp-597,1.0
CHEMBL2105630,Alvespimycin Hydrochloride,1.0
CHEMBL2107389,Gestonorone Caproate,4.0
CHEMBL2137199,Chembl2137199,
CHEMBL2426701,Levoverbenone,-1.0
CHEMBL255696,Glyceryl Monostearate,-1.0
CHEMBL277945,Sultopride,2.0
CHEMBL279229,Urapidil,3.0
CHEMBL3183067,Chembl3183067,
CHEMBL330829,Etozolin,2.0
CHEMBL3338194,Bms-903452,1.0
CHEMBL334167,Chembl334167,
CHEMBL338853,Chembl338853,
CHEMBL3746569,Chembl3746569,
CHEMBL3989444,Visnadine,2.0
CHEMBL3989754,Flurbiprofen Sodium,4.0
CHEMBL4078182,Chembl4078182,
CHEMBL419186,Chembl419186,
CHEMBL4297585,Triheptanoin,4.0
CHEMBL4301600,Bms-823778,2.0
CHEMBL434,Isoproterenol,4.0
CHEMBL44083,Bis(Ethyl)Norspermine,
CHEMBL444832,Pd-157672,
CHEMBL446785,Crocin,3.0
CHEMBL447878,N-Acetylglucosamine ,2.0
CHEMBL4594254,Simpinicline,2.0
CHEMBL4596972,Puquitinib Mesylate Dihydrate,1.0
CHEMBL502384,Triethylenemelamine,2.0
CHEMBL5095175,Da-8031,2.0
CHEMBL5095256,Tinlorafenib,2.0
CHEMBL5095777,Chembl5095777,
CHEMBL5314515,Davelizomib,2.0
CHEMBL549343,Chembl549343,
CHEMBL584734,Chembl584734,
CHEMBL587723,Aee-788,2.0
CHEMBL609988,Chembl609988,
CHEMBL961,Ditiocarb,2.0
CHEMBL1024,Ifosfamide,4.0
CHEMBL1195301,Zolunicant,2.0
CHEMBL1200413,Tetrahydrozoline Hydrochloride,4.0
CHEMBL1200760,Balsalazide Disodium,4.0
CHEMBL1229093,Mitoquinone Cation,2.0
CHEMBL1231795,Chembl1231795,
CHEMBL1231861,Dimethylketone Cyanohydrin,
CHEMBL1232328,"O,O-Diethyl S-Hydrogen Phosphorothioate",
CHEMBL1236122,Syringate,
CHEMBL1270619,Chembl1270619,
CHEMBL127214,Chembl127214,
CHEMBL1471,Aprepitant,4.0
CHEMBL164,Myricetin,
CHEMBL168938,Chembl168938,
CHEMBL1807470,Chembl1807470,
CHEMBL1819137,Chembl1819137,
CHEMBL1823872,Somatostatin,3.0
CHEMBL18602,Pentanal,
CHEMBL186200,Chembl186200,
CHEMBL1928699,Chembl1928699,
CHEMBL1957017,Chembl1957017,
CHEMBL1990583,Chembl1990583,
CHEMBL2007389,Lucanthone Hydrochloride,2.0
CHEMBL2021424,Potassium Sulfate,4.0
CHEMBL2062335,Metoprolol Tartrate,4.0
CHEMBL2105695,Telotristat Ethyl,4.0
CHEMBL2105759,Baricitinib,4.0
CHEMBL2106424,Mecrylate,3.0
CHEMBL2107294,Tropatepine,2.0
CHEMBL2107774,Robenacoxib,2.0
CHEMBL210952,Eltanolone,2.0
CHEMBL2111066,Isothipendyl,2.0
CHEMBL2181753,Am-211,1.0
CHEMBL2220442,Fluvastatin,4.0
CHEMBL2333941,Ly-2811376,1.0
CHEMBL25263,Miridesap,2.0
CHEMBL261777,Chembl261777,
CHEMBL263376,Phenylthiourea,
CHEMBL266282,Al-43,
CHEMBL272822,Chembl272822,
CHEMBL300337,Enalkiren,2.0
CHEMBL3039517,Rabusertib,2.0
CHEMBL3137313,Axelopran,2.0
CHEMBL3228489,Chembl3228489,
CHEMBL328910,"2,4-Dihydroxybenzoic Acid",
CHEMBL3301625,Spebrutinib,2.0
CHEMBL3301680,Telavancin Hydrochloride,4.0
CHEMBL334096,Chembl334096,
CHEMBL3613749,Chembl3613749,
CHEMBL3735090,Chembl3735090,
CHEMBL376488,Bedaquiline,4.0
CHEMBL3818062,Chembl3818062,
CHEMBL38576,"Ici-199,441",
CHEMBL3907057,Bay-826,
CHEMBL3915620,Ly2881835,1.0
CHEMBL3989541,Methoserpidine,2.0
CHEMBL3989680,Axomadol,2.0
CHEMBL3989938,Fosmetpantotenate,3.0
CHEMBL400520,Chembl400520,
CHEMBL4060831,Chembl4060831,
CHEMBL409494,Chembl409494,
CHEMBL4175638,Chembl4175638,
CHEMBL419667,Relcovaptan,2.0
CHEMBL4207489,Sj-733,2.0
CHEMBL4297502,Avoralstat,3.0
CHEMBL444449,5-(4-Phenoxybutoxy)Psoralen,
CHEMBL4521971,Chembl4521971,
CHEMBL455186,Treosulfan,4.0
CHEMBL458875,Clevudine,3.0
CHEMBL473159,Phloroglucinol,4.0
CHEMBL4785363,Inobrodib,1.0
CHEMBL4802142,Ea-230,2.0
CHEMBL491019,Mk-1107,
CHEMBL539843,Vapitadine Dihydrochloride,2.0
CHEMBL565612,Sotrastaurin,2.0
CHEMBL669,Cyclobenzaprine,4.0
CHEMBL84,Topotecan,4.0
CHEMBL895,Nalbuphine,4.0
CHEMBL1090388,Chembl1090388,
CHEMBL1194,Prilocaine,4.0
CHEMBL1200351,Sulfadiazine Sodium,4.0
CHEMBL1200608,Octinoxate,
CHEMBL1201118,Cefmetazole Sodium,4.0
CHEMBL1201236,Carbidopa Anhydrous,4.0
CHEMBL1201759,Bepotastine Besylate,4.0
CHEMBL1208958,Chembl1208958,
CHEMBL1232997,Chembl1232997,
CHEMBL1235259,Triethylene Glycol,
CHEMBL1236200,Tert-Butyl Formate,
CHEMBL1295,Butoconazole,4.0
CHEMBL1476782,Amiloxate,2.0
CHEMBL1499951,Chembl1499951,
CHEMBL1571863,Isoconazole,4.0
CHEMBL1738761,Chembl1738761,
CHEMBL1740065,Amylocaine,-1.0
CHEMBL1770248,Ertugliflozin,4.0
CHEMBL191482,Ar-42,2.0
CHEMBL196516,Chembl196516,
CHEMBL200231,Chembl200231,
CHEMBL200528,Chembl200528,
CHEMBL209712,Chembl209712,
CHEMBL2103825,Cetilistat,2.0
CHEMBL2105629,Vinflunine Ditartrate,4.0
CHEMBL2105953,Cefteram,2.0
CHEMBL2106825,Medrogestone,4.0
CHEMBL223402,Rsv-604,2.0
CHEMBL2365634,Chembl2365634,
CHEMBL2386889,Sch-900776,2.0
CHEMBL249334,Chembl249334,
CHEMBL250532,Chembl250532,
CHEMBL255874,Chembl255874,
CHEMBL258467,Chembl258467,
CHEMBL3093941,Chembl3093941,
CHEMBL318721,Chembl318721,
CHEMBL3236362,Chembl3236362,
CHEMBL332750,Tetomilast,3.0
CHEMBL3355993,Chembl3355993,
CHEMBL33720,Oxedrine,-1.0
CHEMBL345714,Acipimox,4.0
CHEMBL354634,Chembl354634,
CHEMBL3612513,Chembl3612513,
CHEMBL3642985,Stx107,2.0
CHEMBL373742,Vasopressin,4.0
CHEMBL376632,Chembl376632,
CHEMBL3989566,Metoprolol Fumarate,4.0
CHEMBL3991932,Pexmetinib,2.0
CHEMBL400749,Chembl400749,
CHEMBL4077037,Chembl4077037,
CHEMBL4091983,Chembl4091983,
CHEMBL428593,Glyceryl Monooleate,-1.0
CHEMBL435128,Capravirine,2.0
CHEMBL447955,Serlopitant,3.0
CHEMBL4520837,Chembl4520837,
CHEMBL4552313,Chembl4552313,
CHEMBL4650312,Pf-5212372,1.0
CHEMBL477786,Chembl477786,
CHEMBL483091,2-Isopropyl-Isothiourea,
CHEMBL50300,Fosfonet,2.0
CHEMBL511836,Chembl511836,
CHEMBL525911,Chembl525911,
CHEMBL559147,Y-27632,
CHEMBL56279,Cyanamide,
CHEMBL59,Dopamine,4.0
CHEMBL602899,Ganoderic Acid A,
CHEMBL657,Diphenhydramine,4.0
CHEMBL6607,Brolamfetamine,2.0
CHEMBL891,Cloxacillin,4.0
CHEMBL1091492,Chembl1091492,
CHEMBL1160181,Chembl1160181,
CHEMBL1200725,Sertaconazole Nitrate,4.0
CHEMBL1200787,Phenoxybenzamine Hydrochloride,4.0
CHEMBL1201037,Eflornithine Hydrochloride,4.0
CHEMBL1201168,Isocarboxazid,4.0
CHEMBL1208960,Chembl1208960,
CHEMBL1231377,Chembl1231377,
