Drug Chembl ID,Drug Name,Clinical Trial Phase
CHEMBL686,Mefenamic Acid,4.0
CHEMBL92636,Chembl92636,
CHEMBL1091346,Chembl1091346,
CHEMBL114283,Daniquidone,2.0
CHEMBL1177,Pemoline,4.0
CHEMBL1200430,Estradiol Acetate,4.0
CHEMBL1200733,Desflurane,4.0
CHEMBL1201075,Ioxilan,4.0
CHEMBL1201314,Valganciclovir,4.0
CHEMBL1213528,Crotonic Acid,
CHEMBL12315,Isoquinoline,
CHEMBL1232595,Chembl1232595,
CHEMBL1234635,Chembl1234635,
CHEMBL1237065,Tramadol Hydrochloride,4.0
CHEMBL1325592,Protoporphyrin,-1.0
CHEMBL148630,Phosphoric Acid Benzyl Ester 2-Formyl-Phenyl Ester,
CHEMBL152988,Chembl152988,
CHEMBL1620875,Oxolamine,3.0
CHEMBL1631910,Chembl1631910,
CHEMBL1642,Imatinib Mesylate,4.0
CHEMBL1950651,Evodenoson,2.0
CHEMBL2063453,Chembl2063453,
CHEMBL207456,Pittsburgh Compound B,2.0
CHEMBL2103826,Davunetide,2.0
CHEMBL2104266,Epicillin,2.0
CHEMBL2104856,Ponazuril,2.0
CHEMBL2105148,Nepinalone,2.0
CHEMBL2105527,Tetrazepam,4.0
CHEMBL2106905,Norcholestenol Iodomethyl (131I) [Injection],-1.0
CHEMBL2107529,Sucralose,3.0
CHEMBL218291,Forodesine,2.0
CHEMBL2407748,Chembl2407748,
CHEMBL247659,Chembl247659,
CHEMBL250743,Chembl250743,
CHEMBL269521,Mk-212,
CHEMBL292376,Tecalcet,2.0
CHEMBL3137322,Dianhydrogalactitol,3.0
CHEMBL3137332,Fevipiprant,3.0
CHEMBL3301614,Toreforant Tartrate,2.0
CHEMBL3301673,Ifetroban,2.0
CHEMBL3329655,Chembl3329655,
CHEMBL3330226,Macozinone,2.0
CHEMBL3546271,Flortaucipir,4.0
CHEMBL371491,Chembl371491,
CHEMBL372396,3-Methylbutanol,
CHEMBL3736314,Chembl3736314,
CHEMBL37390,Proxyphylline,4.0
CHEMBL381758,Chembl381758,
CHEMBL3823499,Chembl3823499,
CHEMBL3833335,Chloral Betaine,4.0
CHEMBL388590,Benzbromarone,4.0
CHEMBL398729,Chembl398729,
CHEMBL3989926,Sitravatinib,3.0
CHEMBL401064,Chembl401064,
CHEMBL4062346,Chembl4062346,
CHEMBL408701,Taurolithocholic Acid,3.0
CHEMBL4204869,Elenbecestat,3.0
CHEMBL427896,Chembl427896,
CHEMBL4297274,Ct-2584,2.0
CHEMBL4297678,Adrabetadex,3.0
CHEMBL4301492,Altropane,3.0
CHEMBL4563522,Fe 203799,3.0
CHEMBL4594294,Vocacapsaicin,2.0
CHEMBL462019,Trofosfamide,3.0
CHEMBL4650305,Stg-001,2.0
CHEMBL471580,Chembl471580,
CHEMBL49120,Pd-0166285,1.0
CHEMBL493670,Chembl493670,
CHEMBL511984,Chembl511984,
CHEMBL522771,Chembl522771,
CHEMBL561540,Chembl561540,
CHEMBL567303,Palosuran,2.0
CHEMBL591,Ethchlorvynol,4.0
CHEMBL6731,Tenamfetamine,2.0
CHEMBL73502,3'-Deoxyguanosine,
CHEMBL90403,Chembl90403,
CHEMBL1091706,Chembl1091706,
CHEMBL1095627,Chembl1095627,
CHEMBL1109,Sulfaphenazole,4.0
CHEMBL1160619,Chembl1160619,
CHEMBL1200354,Sodium Tetradecyl Sulfate,4.0
CHEMBL1200464,Proparacaine Hydrochloride,4.0
CHEMBL1200645,Etoposide Phosphate,4.0
CHEMBL1200705,Hydroxyamphetamine Hydrobromide,4.0
CHEMBL1200839,Diatrizoate Meglumine,4.0
CHEMBL1200841,Procaine Hydrochloride,4.0
CHEMBL1201199,Leuprolide,4.0
CHEMBL1222883,Gsk1482160,1.0
CHEMBL1223,Penicillin G Potassium,4.0
CHEMBL1233147,Guanosine Triphosphate,
CHEMBL1235380,Chembl1235380,
CHEMBL123693,Tuaminoheptane,2.0
CHEMBL1240967,Pf-00610355,2.0
CHEMBL1272307,Sb-649868,2.0
CHEMBL1474889,Clobutinol,4.0
CHEMBL1500276,Oxeladin,2.0
CHEMBL1732102,Chembl1732102,
CHEMBL178130,Chembl178130,
CHEMBL1807804,Chembl1807804,
CHEMBL1819077,Ono-2333Ms,2.0
CHEMBL2105801,Celgosivir Hydrochloride,2.0
CHEMBL2106068,Atrasentan Hydrochloride,3.0
CHEMBL2107358,Obatoclax Mesylate,3.0
CHEMBL216697,Chembl216697,
CHEMBL2177650,Chembl2177650,
CHEMBL2180639,3-[2-[(Cyclobutylmethyl)(Phenethyl)Amino]Ethyl]Phenol,
CHEMBL229128,Mephenesin,4.0
CHEMBL2337886,Chembl2337886,
CHEMBL2355051,Clomiphene,4.0
CHEMBL2393163,Chembl2393163,
CHEMBL24038,Ragaglitazar,2.0
CHEMBL24231,P-Nitrophenylphosphate,
CHEMBL256705,Ochromycinone,1.0
CHEMBL263429,Disomotide,2.0
CHEMBL285932,Am-251,
CHEMBL286204,Quinolinic Acid,
CHEMBL29197,Pd-153035,
CHEMBL3092184,Chembl3092184,
CHEMBL318516,Chembl318516,
CHEMBL3186761,Chembl3186761,
CHEMBL3186849,Cpi 613,3.0
CHEMBL3309990,Chembl3309990,
CHEMBL3335672,Chembl3335672,
CHEMBL3422069,Chembl3422069,
CHEMBL3545314,Dusquetide,3.0
CHEMBL3545355,Chf4227,1.0
CHEMBL3632721,Chembl3632721,
CHEMBL3707231,Fluclorolone,-1.0
CHEMBL3707338,Magnesium Pyridoxal 5-Phosphate Glutamate,-1.0
CHEMBL3984441,Ningetinib,2.0
CHEMBL3989954,Rosiptor,3.0
CHEMBL4064874,Chembl4064874,
CHEMBL406652,Chembl406652,
CHEMBL4297292,Jnj-17166864,2.0
CHEMBL4297388,Gw-870086,2.0
CHEMBL4297619,Enarodustat,3.0
CHEMBL4297633,Sepetaprost,3.0
CHEMBL4297636,Plocabulin,2.0
CHEMBL431770,Istradefylline,4.0
CHEMBL4458424,Bay-899,
CHEMBL4459585,Ropsacitinib,2.0
CHEMBL455271,Chembl455271,
CHEMBL4580787,Chembl4580787,
CHEMBL4802136,Phi-101,1.0
CHEMBL506569,Lanatoside C,4.0
CHEMBL5095021,Am-461,1.0
CHEMBL5095170,Bms-986299,1.0
CHEMBL5095172,Brilaroxazine,3.0
CHEMBL542,Aminobenzoic Acid,4.0
CHEMBL558722,Eberconazole,2.0
CHEMBL71,Chlorpromazine,4.0
CHEMBL87,Chembl87,
CHEMBL106,Fluconazole,4.0
CHEMBL1092067,Fludeoxyglucose F 18,4.0
CHEMBL1092392,Chembl1092392,
CHEMBL1098242,Chembl1098242,
CHEMBL1173,Chembl1173,
CHEMBL1200509,Histrelin Acetate,4.0
CHEMBL1200711,Omega-3-Acid Ethyl Esters,4.0
CHEMBL1201065,Thiamylal Sodium,4.0
CHEMBL1201068,Propiomazine Hydrochloride,4.0
CHEMBL1213033,Aprindine,2.0
CHEMBL1231498,Chembl1231498,
CHEMBL1231667,Carboxin,
CHEMBL1235115,Chembl1235115,
CHEMBL1236788,(R)-Iclaprim,
CHEMBL126726,Chembl126726,
CHEMBL145,Caffeic Acid,3.0
CHEMBL151,Luteolin,2.0
CHEMBL1614707,Mubritinib,2.0
CHEMBL1644029,Potassium Nitrate,3.0
CHEMBL1707454,Scarlet Red,2.0
CHEMBL1716,Cyproheptadine Hydrochloride,4.0
CHEMBL175105,Chembl175105,
CHEMBL1789842,Indacaterol Maleate,4.0
CHEMBL1834662,Chembl1834662,
CHEMBL185862,Chembl185862,
CHEMBL1874750,Cinepazide,4.0
CHEMBL1980825,Antineoplaston A10,3.0
CHEMBL198516,Chembl198516,
CHEMBL2103914,Ticlatone,2.0
CHEMBL2105059,Morniflumate,2.0
CHEMBL2105141,Niaprazine,2.0
CHEMBL2105668,Orvepitant Maleate,2.0
CHEMBL2107756,Lemuteporfin,2.0
CHEMBL211512,Chembl211512,
CHEMBL2181929,Mt-3995,2.0
CHEMBL220491,Brinzolamide,4.0
CHEMBL2206292,Pf-03654764,2.0
CHEMBL221181,Chembl221181,
CHEMBL2218861,Quinagolide,4.0
CHEMBL2364624,Pradigastat,3.0
CHEMBL256963,Chembl256963,
CHEMBL275638,Flavone,2.0
CHEMBL277474,Antipyrine,4.0
CHEMBL279898,Enprofylline,2.0
CHEMBL29392,Diaminooctane,
CHEMBL301141,4-Hydroxycoumarins,
CHEMBL3094405,Chembl3094405,
CHEMBL312862,Demecolcine,2.0
CHEMBL3287301,Chembl3287301,
CHEMBL3301611,Amifampridine Phosphate,4.0
CHEMBL347862,Carboxymethoxylamine,
CHEMBL3609372,Chembl3609372,
CHEMBL3707301,Idanpramine,-1.0
CHEMBL388751,Chembl388751,
CHEMBL398133,Chembl398133,
CHEMBL4060396,Chembl4060396,
CHEMBL4066163,Chembl4066163,
CHEMBL4162390,Chembl4162390,
CHEMBL4212866,Chembl4212866,
CHEMBL4297505,Cenerimod,3.0
CHEMBL4298170,Leriglitazone Hydrochloride,1.0
CHEMBL430341,Rebaudioside A,1.0
CHEMBL4469488,Chembl4469488,
CHEMBL450940,Prinaberel,2.0
CHEMBL455461,Radezolid,2.0
CHEMBL4650337,Ulotaront,3.0
CHEMBL467399,Biib021,2.0
CHEMBL479579,Phosphoramidon,
CHEMBL499458,Chembl499458,
CHEMBL501351,Beta-Pinene,
CHEMBL5095095,Dalzanemdor,3.0
CHEMBL5095218,Mitiperstat,2.0
CHEMBL512283,Chembl512283,
CHEMBL5314443,Tilpisertib Fosmecarbil,2.0
CHEMBL5314455,Brigimadlin,2.0
CHEMBL5314548,Usnoflast,2.0
CHEMBL535,Sunitinib,4.0
CHEMBL575218,Chembl575218,
CHEMBL592878,Chembl592878,
CHEMBL595483,Chembl595483,
CHEMBL89363,Su-5402,
CHEMBL94394,Bufexamac,4.0
CHEMBL1078178,Momelotinib,4.0
CHEMBL1086,Dibucaine,4.0
CHEMBL1091351,Chembl1091351,
CHEMBL1091711,Chembl1091711,
CHEMBL1185242,Chembl1185242,
CHEMBL1200597,Etidocaine Hydrochloride,4.0
CHEMBL1201151,Mestranol,4.0
CHEMBL1201323,Betazole,4.0
CHEMBL1201373,Lovastatin Acid,-1.0
CHEMBL1213135,Ergonovine Maleate,4.0
CHEMBL123137,Chembl123137,
CHEMBL1256175,Tilarginine Acetate,3.0
CHEMBL1308,Fomepizole,4.0
CHEMBL13209,Nitrazepam,4.0
CHEMBL132722,Diphosphomethylphosphonic Acid Adenosyl Ester,
CHEMBL133809,Chembl133809,
CHEMBL1422849,Chembl1422849,
CHEMBL1542,Azathioprine,4.0
CHEMBL156025,Thymopentin,3.0
CHEMBL1697854,Zorubicin,2.0
CHEMBL175247,Orlistat,4.0
CHEMBL1757,Fosfomycin,4.0
CHEMBL1836678,Chembl1836678,
CHEMBL186314,Sodium Carbonate,4.0
CHEMBL1957018,Chembl1957018,
CHEMBL1986658,Chembl1986658,
CHEMBL2103877,Efinaconazole,4.0
CHEMBL2105894,"Potash, Sulfurated",
CHEMBL2107331,Dextofisopam,2.0
CHEMBL2107342,Gamithromycin,2.0
CHEMBL227123,Trp-Nh2,
CHEMBL2349310,Chembl2349310,
CHEMBL2443061,Chembl2443061,
CHEMBL264190,Chembl264190,
CHEMBL266125,Ibodutant,3.0
CHEMBL270875,Chembl270875,
CHEMBL274047,Tandospirone,2.0
CHEMBL282724,Sitaxentan,4.0
CHEMBL297302,Benperidol,4.0
CHEMBL299400,Butorphanol Tartrate,4.0
CHEMBL3126194,Chembl3126194,
CHEMBL3182973,Chembl3182973,
CHEMBL319622,Chembl319622,
CHEMBL341367,Chembl341367,
CHEMBL3586405,Chembl3586405,
CHEMBL3589164,Chembl3589164,
CHEMBL3623290,Azd-3759,2.0
CHEMBL383541,Chembl383541,
CHEMBL3989958,Ivosidenib,4.0
CHEMBL403328,Chembl403328,
CHEMBL4059677,Chembl4059677,
CHEMBL4063082,Chembl4063082,
CHEMBL4067760,Chembl4067760,
CHEMBL4164059,Pitolisant Hydrochloride,4.0
CHEMBL4203647,Chembl4203647,
CHEMBL425863,Mibolerone,2.0
CHEMBL4297396,L-778123,1.0
CHEMBL4297513,Ibrexafungerp,4.0
CHEMBL4297514,Imeglimin,2.0
CHEMBL4297596,Fulacimstat,2.0
CHEMBL435,Hydrochlorothiazide,4.0
CHEMBL437508,Chembl437508,
CHEMBL4539512,Chembl4539512,
CHEMBL4650333,Seralutinib,2.0
CHEMBL465123,Seproxetine,-1.0
CHEMBL5095255,Jnj-38877618,1.0
CHEMBL593186,Chembl593186,
CHEMBL708,Ziprasidone,4.0
CHEMBL89700,Methylhonokiol,
CHEMBL93247,Chembl93247,
CHEMBL93747,Netoglitazone,2.0
CHEMBL95606,Cytidine,3.0
CHEMBL11471,L-Nio,
CHEMBL117869,Chembl117869,
CHEMBL1198130,Chembl1198130,
CHEMBL1200358,Sodium Phenylacetate,4.0
CHEMBL1200563,Cerivastatin Sodium,4.0
CHEMBL1200762,Betamethasone Sodium Phosphate,4.0
CHEMBL1200826,Lithium Carbonate,4.0
CHEMBL1220,Tinidazole,4.0
CHEMBL123792,Chembl123792,
CHEMBL1256841,Nialamide,4.0
CHEMBL132533,Chembl132533,
CHEMBL1361347,Clopamide,2.0
CHEMBL139,Diclofenac,4.0
CHEMBL1408258,Chembl1408258,
CHEMBL149082,Tramiprosate,3.0
CHEMBL1570441,Chembl1570441,
CHEMBL1649931,Pf-232798,2.0
CHEMBL1697841,Isometheptene,4.0
CHEMBL173453,Chembl173453,
CHEMBL186007,2-Bromo-Phenol,
CHEMBL191190,Chembl191190,
CHEMBL197669,St1535,1.0
CHEMBL202887,Gw788388,
CHEMBL204946,Chembl204946,
CHEMBL2103824,Arhalofenate,2.0
CHEMBL2104393,Iopydol,2.0
CHEMBL2104521,Ciclonicate,2.0
CHEMBL2104921,Sulfamazone,2.0
CHEMBL2105687,Dexpramipexole Dihydrochloride,3.0
CHEMBL2105737,Sonidegib,4.0
CHEMBL2106220,Diampromide,2.0
CHEMBL2110636,Bunamiodyl,-1.0
CHEMBL2205230,Tak-441,1.0
CHEMBL2431028,Chembl2431028,
CHEMBL2448612,Ergotamine Tartrate,4.0
CHEMBL266195,Alprenolol,2.0
CHEMBL270527,Chembl270527,
CHEMBL289233,Iodomelatonin,
CHEMBL3093076,Chembl3093076,
CHEMBL3126842,Beclabuvir,3.0
CHEMBL3264004,Avutometinib Potassium,1.0
CHEMBL327579,Chembl327579,
CHEMBL3306803,Lumateperone,4.0
CHEMBL3360521,Chembl3360521,
CHEMBL3663929,Naquotinib,3.0
CHEMBL371311,Chembl371311,
CHEMBL3715108,Lactisole Sodium,1.0
CHEMBL3828289,Chembl3828289,
CHEMBL406734,Chembl406734,
CHEMBL4204794,Avapritinib,4.0
CHEMBL4240170,Chembl4240170,
CHEMBL4297413,Perfluoro Tert-Butylcyclohexane,2.0
CHEMBL434525,Chembl434525,
CHEMBL490225,Chembl490225,
CHEMBL49563,Alpha-Tochopherol,
CHEMBL497001,Aloin,-1.0
CHEMBL504802,Pala,
CHEMBL506972,Chembl506972,
CHEMBL5095509,Ddp-225 Free Base Anhydrous,2.0
CHEMBL522709,Gsk-317315A,
CHEMBL5314378,Caspofungin Acetate,4.0
CHEMBL580,Lorazepam,4.0
CHEMBL589858,Chembl589858,
CHEMBL594288,Chembl594288,
CHEMBL659,Galantamine,4.0
CHEMBL70972,Seratrodast,4.0
CHEMBL851,Phenyl Propionic Acid,
CHEMBL1088324,Chembl1088324,
CHEMBL1094703,Chembl1094703,
CHEMBL1185001,Chembl1185001,
CHEMBL119604,Diethanolamine,3.0
CHEMBL1200970,Ethopropazine Hydrochloride,4.0
CHEMBL1201213,Isoetharine,4.0
CHEMBL1201288,Dantrolene,4.0
CHEMBL1210313,Chembl1210313,
CHEMBL1229780,Tribenuron Methyl,
CHEMBL1279,Frovatriptan,4.0
CHEMBL151649,Phenethylisothiocyanate,
CHEMBL1539,Sulfadoxine,4.0
CHEMBL1626223,Pyrantel,4.0
CHEMBL1651998,Terpin,4.0
CHEMBL1705373,Thiocolchicoside,3.0
CHEMBL170758,Tcmdc-137283,
CHEMBL1708421,Chembl1708421,
CHEMBL1823222,Chembl1823222,
CHEMBL197579,Chembl197579,
CHEMBL1989587,Formocortal,2.0
CHEMBL2063328,Chembl2063328,
CHEMBL208239,Chembl208239,
CHEMBL2096648,Urea C 13,4.0
CHEMBL2103743,Tofacitinib Citrate,4.0
CHEMBL2105206,Pipequaline,2.0
CHEMBL2105616,Spaglumic Acid,2.0
CHEMBL2106851,Nicomorphine,2.0
CHEMBL2107312,Arbaclofen Placarbil,3.0
CHEMBL2111144,Zolazepam,-1.0
CHEMBL221399,Chembl221399,
CHEMBL226471,Chembl226471,
CHEMBL2311030,Ergoloid Mesylates,4.0
CHEMBL2376666,Chembl2376666,
CHEMBL2391146,Angiotensin,3.0
CHEMBL242509,Chembl242509,
CHEMBL251074,S-Warfarin,
CHEMBL258558,Chembl258558,
CHEMBL29411,Thymol,4.0
CHEMBL32479,Brotizolam,3.0
CHEMBL3301681,Tribenoside,2.0
CHEMBL3330129,Chembl3330129,
CHEMBL334869,Chembl334869,
CHEMBL3527000,E-7016,2.0
CHEMBL3617550,Chembl3617550,
CHEMBL3693786,Citarinostat,2.0
CHEMBL3819637,Chembl3819637,
CHEMBL394429,Thymidine Monophosphate,
CHEMBL3989705,Sodium Propionate Monohydrate,2.0
CHEMBL3989801,Forigerimod Acetate,3.0
CHEMBL4098975,Chembl4098975,
CHEMBL413376,Suramin Hexasodium,3.0
CHEMBL4172408,Chembl4172408,
CHEMBL4207710,Chembl4207710,
CHEMBL4297321,Pr-104,1.0
CHEMBL4297599,Aspacytarabine,2.0
CHEMBL4299491,Chembl4299491,
CHEMBL4303487,Chembl4303487,
CHEMBL459146,Chembl459146,
CHEMBL4650361,Taletrectinib Adipate,1.0
CHEMBL46780,Chembl46780,
CHEMBL476993,Chembl476993,
CHEMBL4784510,Bms-986235,1.0
CHEMBL506110,Sultamicillin,4.0
CHEMBL510095,Ginsenoside Re,0.5
CHEMBL5198469,Chembl5198469,
CHEMBL520902,Chembl520902,
CHEMBL521078,Porfiromycin,3.0
CHEMBL5314409,Gsk-2269557,2.0
CHEMBL5314967,Nitramine,1.0
CHEMBL658,Sufentanil,4.0
CHEMBL76688,Sivelestat,3.0
CHEMBL85871,Chembl85871,
CHEMBL929,Delavirdine Mesylate,4.0
CHEMBL103045,Chembl103045,
CHEMBL112797,Sgs-742,2.0
CHEMBL1172928,Radafaxine,2.0
CHEMBL1173462,Tricosanoic Acid,
CHEMBL1200737,Colfosceril Palmitate,4.0
CHEMBL1200778,Dexrazoxane Hydrochloride,4.0
CHEMBL1200935,Darifenacin Hydrobromide,4.0
CHEMBL1201229,Demecarium,4.0
CHEMBL1207366,Gw468816,2.0
CHEMBL1210221,Chembl1210221,
CHEMBL1224,Acrivastine,4.0
CHEMBL1230134,Chembl1230134,
CHEMBL1234886,Oxygen,4.0
CHEMBL1235421,Pyrroloquinoline Quinone,
CHEMBL1236003,Adenosine Phosphonoacetic Acid,
CHEMBL124493,Chembl124493,
CHEMBL1254990,Norucholic Acid,3.0
CHEMBL125907,Chembl125907,
CHEMBL129788,Wr-99210,
CHEMBL1369984,Chembl1369984,
CHEMBL1377575,Homosalate,2.0
CHEMBL1398754,Chembl1398754,
CHEMBL1793894,Chembl1793894,
CHEMBL1819274,Chembl1819274,
CHEMBL181936,Chembl181936,
CHEMBL1819489,Chembl1819489,
CHEMBL1980391,Rg-1530,1.0
CHEMBL203321,Brincidofovir,4.0
CHEMBL2104386,Carperitide,3.0
CHEMBL2104398,Isomalt,3.0
CHEMBL2106841,Nonabine,2.0
CHEMBL2107820,Delparantag,2.0
CHEMBL2110912,Dihexyverine,2.0
CHEMBL217804,Chembl217804,
CHEMBL222813,Zanamivir,4.0
CHEMBL247998,Chembl247998,
CHEMBL248412,Chembl248412,
CHEMBL271184,Chembl271184,
CHEMBL273386,"2,4-Dinitrophenol",2.0
CHEMBL3093926,Chembl3093926,
CHEMBL323515,Chembl323515,
CHEMBL326294,Isatin,
CHEMBL332906,Chembl332906,
CHEMBL3339360,Chembl3339360,
CHEMBL33864,"Lipoic Acid, Alpha",4.0
CHEMBL3590107,Chembl3590107,
CHEMBL363387,Lidorestat,2.0
CHEMBL3707350,Naquotinib Mesylate,3.0
CHEMBL3799292,(R)-9S,
CHEMBL381533,Chembl381533,
CHEMBL396416,Carbocysteine,4.0
CHEMBL406237,Chembl406237,
CHEMBL427216,Gliclazide,4.0
CHEMBL4284447,Sutidiazine,2.0
CHEMBL429317,Avl-3288,1.0
CHEMBL4301787,Nox-100,2.0
CHEMBL4521078,Plx-51107,1.0
CHEMBL4583691,Lxh254,2.0
CHEMBL460480,Chembl460480,
CHEMBL4650362,Opelconazole,3.0
CHEMBL508102,Carbimazole,4.0
CHEMBL522579,Chembl522579,
CHEMBL5314432,Zevotrelvir,2.0
CHEMBL5314920,Jnj-64264681,1.0
CHEMBL5314957,Hgr-4113,1.0
CHEMBL550453,Chembl550453,
CHEMBL570775,Chembl570775,
CHEMBL597,Phentolamine,4.0
CHEMBL69330,Farnesyl Diphosphate,
CHEMBL7010,Fencamfamin,2.0
CHEMBL91718,Chembl91718,
CHEMBL1093743,Chembl1093743,
CHEMBL1200467,Hydroxyzine Pamoate,4.0
CHEMBL1201066,Venlafaxine Hydrochloride,4.0
CHEMBL1231193,Chembl1231193,
CHEMBL1233024,Chembl1233024,
CHEMBL1236235,Thiamin Diphosphate,
CHEMBL1270324,Chembl1270324,
CHEMBL1270620,Chembl1270620,
CHEMBL129857,As-602868,1.0
CHEMBL1382,Tolterodine,4.0
CHEMBL1446,Kanamycin Sulfate,4.0
CHEMBL1527608,Doxofylline,3.0
CHEMBL15677,Fenclofenac,4.0
CHEMBL1614,Deslanoside,4.0
CHEMBL1685,Dezocine,4.0
CHEMBL1742428,Donitriptan,2.0
CHEMBL1742466,Landiolol,3.0
CHEMBL1829335,Irdabisant,2.0
CHEMBL1865134,Dibunic Acid,2.0
CHEMBL1908372,Cefbuperazone,2.0
CHEMBL2074725,Acetyldigoxin,-1.0
CHEMBL2074932,Deoxyglucose,
CHEMBL2105949,Arzoxifene Hydrochloride,2.0
CHEMBL2106083,Bibenzonium Bromide,2.0
CHEMBL2106284,Dioxaphetyl Butyrate,2.0
CHEMBL2218898,Barusiban,2.0
CHEMBL2325412,Chembl2325412,
CHEMBL242938,Chembl242938,
CHEMBL243001,Chembl243001,
CHEMBL270362,Calanolide A,1.0
CHEMBL303992,Chembl303992,
CHEMBL320775,Nolatrexed,3.0
CHEMBL3275971,Chembl3275971,
CHEMBL3287255,Bisthianostat,1.0
CHEMBL334966,Cangrelor,4.0
CHEMBL352554,Chembl352554,
CHEMBL3545420,Ag-24322,1.0
CHEMBL357217,Es-936,
CHEMBL3659477,Varoglutamstat,2.0
CHEMBL371133,Chembl371133,
CHEMBL3800394,Chembl3800394,
CHEMBL39324,Chembl39324,
CHEMBL395716,Chembl395716,
CHEMBL3989678,Piperazine Citrate,4.0
CHEMBL3989694,Olanzapine Pamoate,4.0
CHEMBL4071161,Tirabrutinib,4.0
CHEMBL4297318,Pg-530742,2.0
CHEMBL433841,Chembl433841,
CHEMBL438,Sulfamerazine,4.0
CHEMBL4594271,Berotralstat,4.0
CHEMBL4749741,Chembl4749741,
CHEMBL4802148,E-7130,1.0
CHEMBL496783,Chembl496783,
CHEMBL517199,Xipamide,4.0
CHEMBL5314425,Misetionamide,2.0
CHEMBL5314498,Zongertinib,2.0
CHEMBL568259,Chembl568259,
CHEMBL583972,Chembl583972,
CHEMBL631,Propafenone,4.0
CHEMBL8739,Linolenic Acid,
CHEMBL1089334,Chembl1089334,
CHEMBL1098241,Chembl1098241,
CHEMBL1098243,Chembl1098243,
CHEMBL1098319,2-Mercaptoethanesulfonic Acid,4.0
CHEMBL1200601,Naratriptan Hydrochloride,4.0
CHEMBL1200696,Potassium Perchlorate,4.0
CHEMBL1200893,Protokylol Hydrochloride,4.0
CHEMBL1205969,Chembl1205969,
CHEMBL1230628,Chembl1230628,
CHEMBL1231023,Chembl1231023,
CHEMBL1234524,Chembl1234524,
CHEMBL1236196,Tetrabuthylammonium,
CHEMBL125381,Chembl125381,
CHEMBL1269057,Chembl1269057,
CHEMBL129530,(+)-4-Fluorobenzyltrozamicol,
CHEMBL1591,Demeclocycline,4.0
CHEMBL1615374,Vilazodone Hydrochloride,4.0
CHEMBL1619,Cladribine,4.0
CHEMBL16300,Benzohydroxamate,
CHEMBL1697741,Dehydroemetine,2.0
CHEMBL1783282,Azd7325,2.0
CHEMBL1788393,Etofamide,2.0
CHEMBL1907763,Chembl1907763,
CHEMBL1941138,(R)-2-(Phosphonatooxy)Propanoate,
CHEMBL1949908,Chembl1949908,
CHEMBL1963502,Pki-166,1.0
CHEMBL202311,Chembl202311,
CHEMBL2107723,Acotiamide,3.0
CHEMBL2110367,Trimethoprim Sulfate,4.0
CHEMBL212879,Chembl212879,
CHEMBL2180602,Tafetinib,1.0
CHEMBL221542,Beta-Sitosterol,
CHEMBL2332840,Chembl2332840,
CHEMBL2338319,Chembl2338319,
CHEMBL244946,Chembl244946,
CHEMBL250093,Chembl250093,
CHEMBL267178,Cgs-27023A,
CHEMBL279785,Marimastat,3.0
CHEMBL300058,Brequinar Sodium,2.0
CHEMBL303457,R-100943,
CHEMBL3125537,Chembl3125537,
CHEMBL332882,Chembl332882,
CHEMBL3356005,Chembl3356005,
CHEMBL3357463,Chembl3357463,
CHEMBL3358954,Bi 653048,1.0
CHEMBL3360505,Chembl3360505,
CHEMBL3422067,Chembl3422067,
CHEMBL3707376,Cadazolid,3.0
CHEMBL3819328,Chembl3819328,
CHEMBL3989780,Sucralfate,4.0
CHEMBL3989861,Desvenlafaxine Fumarate,4.0
CHEMBL403200,Chembl403200,
CHEMBL4098392,Chembl4098392,
CHEMBL4103211,Chembl4103211,
CHEMBL4114766,Atuzabrutinib,1.0
CHEMBL4288374,Chembl4288374,
CHEMBL4297328,Suvn-G3031,2.0
CHEMBL4297662,Tarloxotinib Bromide,2.0
CHEMBL444478,Acetoside,2.0
CHEMBL4535474,Bay-293,
CHEMBL46403,Stearic Acid,-1.0
CHEMBL4862963,Bavdegalutamide,1.0
CHEMBL5095067,Gilmelisib,2.0
CHEMBL523516,Chembl523516,
CHEMBL5314440,Sacibertinib,2.0
CHEMBL5314926,Rmc-5552,1.0
CHEMBL571,Ketoprofen,4.0
CHEMBL600258,Chembl600258,
CHEMBL601719,Crizotinib,4.0
CHEMBL627,Amitriptylinoxide,3.0
CHEMBL82324,4-Boronobenzoic Acid,
CHEMBL870,Alendronic Acid,4.0
CHEMBL87385,Clopenthixol,2.0
CHEMBL103,Progesterone,4.0
CHEMBL1087630,Oxibendazole,2.0
CHEMBL1097902,Chembl1097902,
CHEMBL1178786,Chembl1178786,
CHEMBL1182210,Benzethonium,2.0
CHEMBL1183349,Isavuconazonium,4.0
CHEMBL1189432,Olopatadine,4.0
CHEMBL1200527,Atracurium Besylate,4.0
CHEMBL1200775,Leuprolide Acetate,4.0
CHEMBL1200975,Clocortolone Pivalate,4.0
CHEMBL1201043,Cephapirin Sodium,4.0
CHEMBL1229656,Dextrocarnitine,
CHEMBL1231649,Carbomycin A,
CHEMBL1236544,Chembl1236544,
CHEMBL123978,3-Methoxy-Benzamide,
CHEMBL1240772,Glp-1,2.0
CHEMBL1255,Formaldehyde,4.0
CHEMBL146624,Mitoglitazone,2.0
CHEMBL146972,Phosphorylethanolamine,2.0
CHEMBL147792,Carpropamide,
CHEMBL1607480,Oxytetracycline Hydrochloride,4.0
CHEMBL1697762,Niceritrol,2.0
CHEMBL171148,Chembl171148,
