Drug,cluster,Selectivity_Score,entropy_sel_n,gini_sel_n,kurt_n,gap_n,sr_n,Type,x,y,Drug Chembl ID,Drug Name,Clinical Trial Phase
CHEMBL1823220,0,0.1463374874495657,0.1201697380128194,0.0019821888320337455,0.25297108165975296,0.046754076455770406,0.03855570694337466,Type III: Broad-spectrum,8.593854,4.2572937,CHEMBL1823220,Chembl1823220,
CHEMBL1823221,0,0.1463923828111656,0.12445370857694656,0.002182232222461064,0.2685934126455219,0.036808447009355476,0.030316546070189996,Type III: Broad-spectrum,8.5473585,4.647426,CHEMBL1823221,Chembl1823221,
CHEMBL1823222,0,0.14582410144638552,0.12255064377458194,0.0021120070394560274,0.268171117970662,0.03849152229066249,0.03177880188565591,Type III: Broad-spectrum,8.542001,4.587611,CHEMBL1823222,Chembl1823222,
CHEMBL1823223,0,0.16105492240767177,0.13069020529271638,0.0023061282390435586,0.2855634910928439,0.0702558042119664,0.057627908050305834,Type III: Broad-spectrum,7.001819,4.4923973,CHEMBL1823223,Chembl1823223,
CHEMBL182323,1,0.22358442392464428,0.18289093766052833,0.00415325374521736,0.21608879413243487,0.2360288891216891,0.19082428127342682,Type II: Moderate poly-target,1.146535,3.3269625,CHEMBL182323,Chembl182323,
CHEMBL1823241,2,0.16210093553148008,0.15451838523685815,0.0022972713899520798,0.5256593020367865,0.011645940856590573,0.010179572331332182,Type I: Highly Selective,7.6274204,10.479001,CHEMBL1823241,Dinalbuphine Sebacate,2.0
CHEMBL1823518,2,0.19226302582801685,0.2474332019508657,0.004547069301647946,0.500661348877861,0.012044674858575783,0.01028645822834252,Type I: Highly Selective,4.5229015,10.066254,CHEMBL1823518,Rabacfosadine,2.0
CHEMBL1823681,2,0.17913644256264016,0.2689023497885694,0.004728656819940782,0.24279858022479456,0.06321470713152011,0.05699873834659308,Type I: Highly Selective,5.4664564,7.0835524,CHEMBL1823681,Etilevodopa,2.0
CHEMBL1823817,2,0.1841947624361467,0.2134253568727516,0.0040638265571271365,0.4545283402996786,0.03805118454663198,0.03271938989646244,Type I: Highly Selective,4.777188,8.810794,CHEMBL1823817,Ce-224535,2.0
CHEMBL1823872,0,0.14563397880552692,0.11368752474517353,0.0014893511034468033,0.3856142378135148,0.05645397211573719,0.05049792152583786,Type III: Broad-spectrum,10.50179,7.824124,CHEMBL1823872,Somatostatin,3.0
CHEMBL182402,1,0.16165731439205017,0.05631012433828198,0.0005892273278542929,0.15852439242396793,0.23361813768918008,0.20854919455130166,Type II: Moderate poly-target,3.0920215,-0.0157283,CHEMBL182402,Chembl182402,
CHEMBL182419,2,0.16767123514211343,0.21861292202770533,0.003646827993565676,0.4837056914004937,0.0016161360235304335,0.0014639375236936414,Type I: Highly Selective,5.7648325,10.060103,CHEMBL182419,Chembl182419,
CHEMBL1825089,0,0.11895282412707206,0.10164381023162579,0.0012822248478488996,0.16060139150225833,0.046330723261340676,0.040830892312947856,Type III: Broad-spectrum,10.268777,1.5020771,CHEMBL1825089,Chembl1825089,
CHEMBL1825092,1,0.1485596519174919,0.0650266949635611,0.0006472125242153987,0.13316270378747566,0.2016716458783584,0.18356339370732813,Type II: Moderate poly-target,3.7184231,-0.25181553,CHEMBL1825092,Chembl1825092,
CHEMBL1828820,2,0.18226213527927754,0.18832121326186624,0.0030604403446653442,0.35528133829127667,0.03886958056008824,0.030853933631422848,Type I: Highly Selective,6.6660676,8.0981455,CHEMBL1828820,Artefenomel,2.0
CHEMBL1829173,0,0.15331804015658607,0.09726986990739975,0.0011880221041441889,0.11231726190296214,0.1578584675382457,0.13471438166395489,Type III: Broad-spectrum,5.260338,0.3069402,CHEMBL1829173,Amg-837,
CHEMBL1829174,1,0.21739874835250173,0.1460044028756914,0.002592391264982763,0.24793416139411253,0.25671141825993127,0.21277825239953452,Type II: Moderate poly-target,1.0417176,2.1734478,CHEMBL1829174,Fasiglifam,3.0
CHEMBL1829304,1,0.18412706915819405,0.11104002356708537,0.0016025153289687397,0.23922560807882992,0.21117611274273257,0.1830293391014666,Type II: Moderate poly-target,2.612521,1.7666686,CHEMBL1829304,Chembl1829304,
CHEMBL1829335,0,0.13815465910953567,0.20843427733987674,0.002966177509675423,0.2056664178990726,0.009746176265217996,0.00888686755571101,Type III: Broad-spectrum,8.172597,6.191285,CHEMBL1829335,Irdabisant,2.0
CHEMBL1829433,0,0.14458064149659833,0.060784727465564466,0.0008735152732246856,0.11550218782495308,0.13699907453513419,0.11165050360768237,Type III: Broad-spectrum,6.3987217,-0.04816012,CHEMBL1829433,Azd-4877,2.0
CHEMBL1829763,1,0.16442742394884818,0.06386784844830376,0.0006173267004421569,0.17324934729775854,0.24069133943695203,0.2192623307417951,Type II: Moderate poly-target,2.7373214,0.13310035,CHEMBL1829763,Chembl1829763,
CHEMBL183,2,0.2885236141434136,0.29143353068550626,0.0059235534640706055,0.6058906633355308,0.23001645078606126,0.19127398198449289,Type I: Highly Selective,1.6627282,8.180595,CHEMBL183,"1,3-Dipropyl-8-Cyclopentylxanthine [Dpcpx]",
CHEMBL1830711,2,0.1739920099918365,0.16178362423332393,0.0025198308147886196,0.600646644105669,0.02782971730637334,0.024716139864775076,Type I: Highly Selective,7.5143056,10.724148,CHEMBL1830711,Chembl1830711,
CHEMBL1834184,1,0.18138243654218195,0.0724661096835812,0.0007734076745195171,0.14395558192850127,0.29620229305501095,0.2703332100937058,Type II: Moderate poly-target,0.664833,0.12474677,CHEMBL1834184,Bi 99179,
CHEMBL1834488,2,0.20588857020328258,0.2527824227289856,0.0046447190296911136,0.5303213307158119,0.07767784365437085,0.07074269481797393,Type I: Highly Selective,3.5882232,9.341019,CHEMBL1834488,Chembl1834488,
CHEMBL1834657,2,0.17200466711161738,0.15954891791329712,0.0026154359574440604,0.5142442398650106,0.017817364197918913,0.014958630266441422,Type I: Highly Selective,7.3579307,10.413951,CHEMBL1834657,Infigratinib Phosphate,4.0
CHEMBL1834658,2,0.1966322290226265,0.18561798577897176,0.004015399502772985,0.3951763590179211,0.09173216707932104,0.07473979790130665,Type I: Highly Selective,4.164767,7.1818304,CHEMBL1834658,Chembl1834658,
CHEMBL1834659,0,0.1709176473499639,0.14466149615949206,0.0045833872018545135,0.2549473821150283,0.0958117502337729,0.07836809719686681,Type III: Broad-spectrum,5.605706,4.15674,CHEMBL1834659,Chembl1834659,
CHEMBL1834660,1,0.2622125478243249,0.12626210705335597,0.002662665306897851,0.3344139045484466,0.4075542028737819,0.34733098008428476,Type II: Moderate poly-target,-1.7548122,1.5791242,CHEMBL1834660,Chembl1834660,
CHEMBL1834661,2,0.17654023593436585,0.16371642884792098,0.0032565224307774658,0.29502131382840463,0.09656583474526552,0.08074295863891723,Type I: Highly Selective,5.361462,5.0608044,CHEMBL1834661,Chembl1834661,
CHEMBL1834662,2,0.19864683159527996,0.18522112523039846,0.004100275169472295,0.42208160227980407,0.09051976249267468,0.07382825994074765,Type I: Highly Selective,4.1122103,7.331962,CHEMBL1834662,Chembl1834662,
CHEMBL1834663,1,0.2086458299792198,0.1300016591320582,0.0024286584573516555,0.4119947510256055,0.20069235969989818,0.1692601154742268,Type II: Moderate poly-target,1.8994837,4.5442367,CHEMBL1834663,Chembl1834663,
CHEMBL1835207,0,0.15189296872085367,0.1356814284894122,0.00179602178294569,0.1683392919923326,0.11084186171118922,0.09676139997813295,Type III: Broad-spectrum,6.229696,2.2174165,CHEMBL1835207,Apricoxib,2.0
CHEMBL1835416,2,0.21085346025886703,0.219283950831759,0.004214314306520728,0.37539708135107624,0.13590678320930555,0.11534177104006323,Type I: Highly Selective,3.0578048,6.8242993,CHEMBL1835416,Chembl1835416,
CHEMBL1835743,2,0.2247499174694121,0.2196330252585884,0.004419422638303005,0.3496827986856654,0.17803175439465976,0.14833713415361546,Type I: Highly Selective,2.2213519,6.02876,CHEMBL1835743,Chembl1835743,
CHEMBL1835750,2,0.15430947270725626,0.15186145700953588,0.0022696786568176942,0.4071445837354706,0.011018070952536355,0.009373352727175028,Type I: Highly Selective,8.446838,8.700771,CHEMBL1835750,Chembl1835750,
CHEMBL183584,0,0.11024853213860557,0.07068703221726702,0.0008319283470809336,0.1515647652917058,0.051130598193998775,0.045048544195078026,Type III: Broad-spectrum,10.8998575,0.46960664,CHEMBL183584,Chembl183584,
CHEMBL1835866,2,0.15843392262814424,0.15982816257465682,0.002285522609243035,0.5039629451670186,0.03636461759336203,0.033798035199268946,Type I: Highly Selective,7.43735,10.166844,CHEMBL1835866,Chembl1835866,
CHEMBL1835869,0,0.1337372667324318,0.07713911588299334,0.0008234521600606743,0.12606871111255447,0.09931108472707109,0.08322592318832273,Type III: Broad-spectrum,8.380604,0.075462416,CHEMBL1835869,Chembl1835869,
CHEMBL1835919,1,0.21376844654853905,0.12355659207338872,0.0016633123791091797,0.20174773580355448,0.30185866837245945,0.2594668154013853,Type II: Moderate poly-target,0.40292746,1.3092761,CHEMBL1835919,Pf-04620110,1.0
CHEMBL1836142,0,0.10409259081938638,0.08976399052651095,0.000906300931423327,0.13295080064141196,0.05193550636435815,0.04854783271039855,Type III: Broad-spectrum,10.808516,0.5882007,CHEMBL1836142,Thailandepsin A,
CHEMBL1836264,0,0.07320700889908019,0.05778020846098482,0.0004613280091102907,0.04561566766165928,0.07733087572255373,0.08259536689254648,Type III: Broad-spectrum,11.135794,-0.7955077,CHEMBL1836264,Chembl1836264,
CHEMBL1836673,0,0.1564218108194014,0.14361484066362126,0.001968415575241536,0.3203794572506236,0.09060218015242537,0.08222669918482631,Type III: Broad-spectrum,5.70785,4.6544404,CHEMBL1836673,Chembl1836673,
CHEMBL1836678,0,0.14093849773853762,0.12207969830940273,0.0019888064677870865,0.2659736387395113,0.055779174510177235,0.04854690014145737,Type III: Broad-spectrum,7.7639294,4.1102066,CHEMBL1836678,Chembl1836678,
CHEMBL1836679,2,0.16848124546176563,0.1650069441849142,0.002437209031193232,0.3192427231914745,0.08740036214463445,0.07632723891744668,Type I: Highly Selective,5.7628603,5.555619,CHEMBL1836679,Chembl1836679,
CHEMBL1836680,2,0.1690976696718054,0.16929864124277533,0.002608152185976379,0.32509664814753747,0.08196955781315754,0.07141795908691037,Type I: Highly Selective,5.794263,5.736545,CHEMBL1836680,Chembl1836680,
CHEMBL183817,2,0.1763054907256827,0.25105694085935054,0.004047198520794537,0.2802354635029396,0.07900508475257632,0.07385308201348893,Type I: Highly Selective,5.092251,6.6904197,CHEMBL183817,Chembl183817,
CHEMBL183919,0,0.11648978393743048,0.10297111618923269,0.0012139064089285256,0.3633779303248857,0.012020041503087515,0.01136332944716435,Type III: Broad-spectrum,11.641523,6.8100586,CHEMBL183919,Chembl183919,
CHEMBL184,0,0.14931895571007797,0.17122505788041964,0.0021996866173919806,0.1971985796128689,0.11873118709179606,0.11610374157625933,Type III: Broad-spectrum,5.610232,3.6502059,CHEMBL184,Acyclovir,4.0
CHEMBL184023,0,0.09661153070260951,0.041552978659696815,0.0005003505757158358,0.09465926730945634,0.035918425126489316,0.030692564665966614,Type III: Broad-spectrum,12.165119,-0.68238735,CHEMBL184023,Desmethyl Myxopyronin B,
CHEMBL184041,0,0.15491121887719594,0.1034300370194055,0.001501196811205344,0.2311535491458637,0.10422807445977612,0.08680229617472651,Type III: Broad-spectrum,6.7327456,2.4085572,CHEMBL184041,Ertiprotafib,2.0
CHEMBL184048,0,0.08005619049611196,0.11002032263324124,0.001087011912615181,0.1321159722907111,0.06253056392033043,0.0732083436122089,Type III: Broad-spectrum,10.99518,0.50299835,CHEMBL184048,4-Hydroxymethyl-Benzamidine,
CHEMBL184151,0,0.12821428872362123,0.08548760403102126,0.0009320968246789795,0.13842758920291107,0.12966947971563925,0.12115449065379318,Type III: Broad-spectrum,6.4538174,0.07006571,CHEMBL184151,Chembl184151,
CHEMBL184202,0,0.1551332684108943,0.13311331620027025,0.00294023029191631,0.20568973770545299,0.0394083579500135,0.030633979028311505,Type III: Broad-spectrum,8.482885,3.6183128,CHEMBL184202,Chembl184202,
CHEMBL184360,0,0.18344265938061838,0.11756005959323716,0.0022237630760915043,0.22971490665892247,0.15887294320643866,0.12708809303193347,Type III: Broad-spectrum,4.2206945,2.1122966,CHEMBL184360,Chembl184360,
CHEMBL184367,0,0.17347721217391876,0.12691906895390992,0.003018572071144982,0.20485088154374595,0.10811016663034334,0.08426954246209119,Type III: Broad-spectrum,5.788174,3.0139797,CHEMBL184367,Chembl184367,
CHEMBL184371,0,0.17149831146516925,0.08784310970245658,0.0011916173047360986,0.17855938881119726,0.1728582497794859,0.1397800535692339,Type III: Broad-spectrum,4.4252,0.7862235,CHEMBL184371,Chembl184371,
CHEMBL184372,1,0.1957048998814191,0.13462245154356012,0.0037657450149567546,0.21239900316549892,0.18237423026235264,0.14475540854533814,Type II: Moderate poly-target,2.9711874,2.581488,CHEMBL184372,Chembl184372,
CHEMBL184410,0,0.07560285171207654,0.12758148783750714,0.0013004326560598792,0.12415581190218855,0.028263498332679018,0.03242427187278853,Type III: Broad-spectrum,11.522504,1.1386075,CHEMBL184410,Chembl184410,
CHEMBL184412,0,0.14256973572920828,0.07887910224254423,0.0008472143805977346,0.16137672586575416,0.14690888465663818,0.13030015597809927,Type III: Broad-spectrum,5.734666,0.27690667,CHEMBL184412,Dronedarone,4.0
CHEMBL18442,0,0.11338878994799292,0.06695200821460276,0.0006767216037895173,0.24735324776418327,0.08459954642990077,0.08189942401773441,Type III: Broad-spectrum,8.896834,0.18903975,CHEMBL18442,Plerixafor,4.0
CHEMBL184421,0,0.13116636915104948,0.08821656591530441,0.001106637563824602,0.2036640227884982,0.07692642520754445,0.06689802136459243,Type III: Broad-spectrum,8.436772,1.4207524,CHEMBL184421,Chembl184421,
CHEMBL184431,0,0.16380283612328803,0.11804567472527358,0.0025641716931509764,0.17571323585119905,0.1208618093460385,0.0981251263236417,Type III: Broad-spectrum,5.8074284,2.06078,CHEMBL184431,Chembl184431,
CHEMBL184444,0,0.14416857106886474,0.11630812311325096,0.0014857883463723681,0.4134414494192581,0.06600147586072519,0.061884123559914725,Type III: Broad-spectrum,9.607083,8.731348,CHEMBL184444,Chembl184444,
CHEMBL184491,0,0.1815162110739052,0.12248815238497433,0.0027833866523539765,0.21142231468359296,0.1536142490385783,0.12291656863338896,Type III: Broad-spectrum,4.270903,2.045207,CHEMBL184491,Chembl184491,
CHEMBL184514,0,0.09637526748488534,0.05095627349888285,0.00044637042862268294,0.10050883783283518,0.05301594776482636,0.04760910144505801,Type III: Broad-spectrum,11.735036,-0.69686884,CHEMBL184514,Chembl184514,
CHEMBL184598,0,0.14416150279568524,0.12593671616135707,0.0025423264008654265,0.2059883169339685,0.014830315074438254,0.011602876972910622,Type III: Broad-spectrum,9.439746,3.9142408,CHEMBL184598,Chembl184598,
CHEMBL184618,0,0.08169680883141522,0.07221328047100356,0.0007258001061150339,0.20931570485284287,0.032685016363453695,0.03431364659784932,Type III: Broad-spectrum,13.4143,1.6936744,CHEMBL184618,Framycetin,3.0
CHEMBL184679,1,0.18590854704328671,0.11378956886972659,0.0020008073354478907,0.194363581097356,0.1948391609644234,0.15911262450972335,Type II: Moderate poly-target,3.2971802,1.6400316,CHEMBL184679,Chembl184679,
CHEMBL184974,0,0.15771562367682168,0.11947823829702157,0.0027374525632814432,0.22011670487448534,0.06073346455027355,0.04749179004054407,Type III: Broad-spectrum,8.026323,3.3550875,CHEMBL184974,Chembl184974,
CHEMBL184999,2,0.19290029896222893,0.21315777013877377,0.0033637292422771903,0.4229790745773044,0.07608616406940362,0.06535093788281496,Type I: Highly Selective,4.188155,7.669681,CHEMBL184999,Al-12182,2.0
CHEMBL185,0,0.13366235826957892,0.20685857913006125,0.0032108466483362482,0.2558049331071716,0.01818936225497281,0.017773603278484807,Type III: Broad-spectrum,7.778935,6.7065225,CHEMBL185,Fluorouracil,4.0
CHEMBL185073,0,0.103467644031808,0.06310471604469113,0.0006174123191970615,0.29020731308657066,0.058468427343819025,0.05827296734813532,Type III: Broad-spectrum,12.67087,5.4388638,CHEMBL185073,Pancuronium,4.0
CHEMBL185083,0,0.14363888255349733,0.11619106164174609,0.002502232228358954,0.21480437680346284,0.021775167365796256,0.01708531740413352,Type III: Broad-spectrum,9.391374,3.8543613,CHEMBL185083,Chembl185083,
CHEMBL185097,2,0.2110084989387146,0.19822047496449974,0.004040519144613275,0.3595747989149628,0.1347791735520776,0.10926175052520751,Type I: Highly Selective,3.3136332,6.2408347,CHEMBL185097,Chembl185097,
CHEMBL185114,1,0.18921896974341013,0.11951459231623048,0.0019963166472000975,0.2016763046307529,0.20619586468124051,0.17086110029086052,Type II: Moderate poly-target,2.8952773,1.789608,CHEMBL185114,Chembl185114,
CHEMBL1851805,0,0.09360841652682719,0.08920971433702951,0.0009197251382344469,0.14784977174101188,0.029130214305710677,0.027975559117387274,Type III: Broad-spectrum,12.099244,1.1602848,CHEMBL1851805,Propacetamol,2.0
CHEMBL1851943,0,0.11862182261904865,0.085537537045714,0.0009075258516605369,0.28049159975541416,0.059412647375443495,0.055985059966426665,Type III: Broad-spectrum,12.309215,5.2939014,CHEMBL1851943,Pracinostat,3.0
CHEMBL1852164,2,0.1888396149426455,0.30297997277817074,0.006313477365348113,0.5441097919225018,0.0016929194262812904,0.001630655547199608,Type I: Highly Selective,3.510414,10.311429,CHEMBL1852164,Lx-2931,2.0
CHEMBL185231,0,0.1326354922504539,0.08348299838682996,0.0010840346545701515,0.18362990155997258,0.07719282300247898,0.06537794816052406,Type III: Broad-spectrum,8.576158,1.0631847,CHEMBL185231,Chembl185231,
CHEMBL1852492,0,0.14173934859630527,0.0865366429504387,0.0010513311991824743,0.4750900209596581,0.05723065376312824,0.052653659502241386,Type III: Broad-spectrum,9.964014,9.55092,CHEMBL1852492,Chembl1852492,
CHEMBL1852688,1,0.19911067159889329,0.12447638398063045,0.002154897364163457,0.25796628923624665,0.23776692191972384,0.20521063048542532,Type II: Moderate poly-target,1.8571879,2.0342083,CHEMBL1852688,Infigratinib,4.0
CHEMBL185383,0,0.1524641111103049,0.12716489667569258,0.0028046909158513144,0.2527181037168756,0.05254058922526898,0.04284804423628948,Type III: Broad-spectrum,8.063715,4.3094206,CHEMBL185383,Chembl185383,
CHEMBL185480,0,0.15704695777646632,0.13198480131279192,0.0030937216656779084,0.23679425104646312,0.04765558587716643,0.03766781459610209,Type III: Broad-spectrum,7.997997,4.0911064,CHEMBL185480,Chembl185480,
CHEMBL185586,0,0.10272338294447368,0.14227824457979135,0.001626334053626617,0.1934940905943344,0.00962431097259595,0.009539231359405001,Type III: Broad-spectrum,10.987446,3.620347,CHEMBL185586,Chembl185586,
CHEMBL185595,2,0.15227350656024807,0.2371262402076239,0.004269475854826154,0.36613000823690556,0.021487991466835745,0.021352804630398632,Type I: Highly Selective,6.252226,8.39509,CHEMBL185595,Chembl185595,
CHEMBL185862,0,0.17429353876464548,0.09908895096141003,0.0018720522041315432,0.18158563407383,0.17301235959738193,0.1406834299818077,Type III: Broad-spectrum,4.2814574,0.9621113,CHEMBL185862,Chembl185862,
CHEMBL185878,0,0.13743786358556848,0.08120229875182217,0.0008681404248300779,0.16212270396401957,0.14774386620678195,0.13600712524126024,Type III: Broad-spectrum,5.671294,0.20565017,CHEMBL185878,Taurochenodeoxycholate,
CHEMBL185885,0,0.08321775888278732,0.09171283032023039,0.0008915102255593962,0.14610056536742225,0.06658956092747666,0.07459883713253733,Type III: Broad-spectrum,10.702887,0.35954282,CHEMBL185885,Aes-103,2.0
CHEMBL18591,0,0.08026598908348281,0.11978299079596208,0.0012357499810767357,0.17439267163589606,0.017815399454053197,0.019655528910849193,Type III: Broad-spectrum,12.08291,2.1772194,CHEMBL18591,Chembl18591,
CHEMBL185918,0,0.09462531365501296,0.09189678769421296,0.0009208170452892265,0.17731102520411188,0.02440779264276492,0.02361337744384338,Type III: Broad-spectrum,12.693589,1.6725559,CHEMBL185918,Chembl185918,
CHEMBL186,0,0.15348226592569642,0.09296866167199631,0.0015156134206710168,0.14827709469687686,0.13807784628829178,0.11527615238608269,Type III: Broad-spectrum,5.895058,0.7581219,CHEMBL186,Cefepime,4.0
CHEMBL186007,0,0.10064644297302651,0.18257162302676946,0.002359835581692697,0.17546447546657296,0.014529560829896213,0.01577272404339434,Type III: Broad-spectrum,10.173835,3.8294258,CHEMBL186007,2-Bromo-Phenol,
CHEMBL18602,0,0.07472250363623306,0.05430814800808334,0.0005742929234289608,0.415518066160862,0.0364669754913664,0.04539667130586967,Type III: Broad-spectrum,13.433427,5.918071,CHEMBL18602,Pentanal,
CHEMBL186083,0,0.13786430535195007,0.07279653662733247,0.0008379433189170656,0.1120539394096051,0.13186088095084716,0.11250180974767655,Type III: Broad-spectrum,6.544512,-0.007553526,CHEMBL186083,Chembl186083,
CHEMBL186113,0,0.14180694897138513,0.13724652101559973,0.0018048829875438434,0.2890843531316012,0.0664923870278247,0.06102968751546614,Type III: Broad-spectrum,7.571343,4.295895,CHEMBL186113,Gw-328267,1.0
CHEMBL186141,0,0.1203213931012164,0.07273425530378806,0.0006807238456974208,0.10572610259823001,0.09763127562202326,0.08626793756006085,Type III: Broad-spectrum,8.802656,-0.3267006,CHEMBL186141,Andrographolide,3.0
CHEMBL186174,0,0.15300698909552982,0.1266958429111014,0.0016143318833244812,0.1392412153232269,0.1492411934373028,0.13438867537777457,Type III: Broad-spectrum,5.2715335,1.1665697,CHEMBL186174,Chembl186174,
CHEMBL186179,0,0.12227240192157578,0.04208295648072865,0.0004098247327100483,0.12896540598847253,0.1413728837709407,0.1285832128787755,Type III: Broad-spectrum,7.4191856,-0.5975886,CHEMBL186179,Muraglitazar,3.0
CHEMBL186200,0,0.06457358674883143,0.04473875951964985,0.0004005684125556289,0.2601170477070112,0.03345445711498197,0.03877554537482338,Type III: Broad-spectrum,14.16,1.8274903,CHEMBL186200,Chembl186200,
CHEMBL186289,0,0.13287700200129354,0.07323863684756012,0.0008397501204091476,0.11064341247777898,0.11482761242399125,0.09780015723954502,Type III: Broad-spectrum,8.056043,-0.28086793,CHEMBL186289,Chembl186289,
CHEMBL186314,0,0.08602227600276477,0.10073938856065719,0.0012559264608454166,0.44399713967481813,0.0057433524181864344,0.006875869924455489,Type III: Broad-spectrum,12.465545,6.7941875,CHEMBL186314,Sodium Carbonate,4.0
CHEMBL1863513,0,0.09611363049716592,0.05612002549120103,0.0004120705815758785,0.043498039054442106,0.06182671913304447,0.05516797510821044,Type III: Broad-spectrum,11.217244,-0.8041509,CHEMBL1863513,Ingenol Mebutate,4.0
CHEMBL186422,2,0.16874659786649188,0.3044210599207337,0.005753146603040451,0.3123497133965324,0.00016792874121923472,0.00015844510957096483,Type I: Highly Selective,5.1350684,8.59462,CHEMBL186422,2-Hydroxyquinoline,
CHEMBL186483,1,0.1792528178114344,0.134716945830312,0.0015056530236344397,0.07660271833667123,0.30807321024661016,0.3207592392361374,Type II: Moderate poly-target,-0.19589365,0.24344651,CHEMBL186483,4-Methanesulfonyl-Benzamidine,
CHEMBL1865134,0,0.15197113253291888,0.10981178880826889,0.0012145061919755329,0.22054503933670788,0.13664883221818414,0.12310133155424115,Type III: Broad-spectrum,5.5660653,1.783481,CHEMBL1865134,Dibunic Acid,2.0
CHEMBL1865135,1,0.19528843716702932,0.16214054925802127,0.0021964909010791906,0.22906658913633363,0.20417143445856342,0.17807206938938755,Type II: Moderate poly-target,2.112811,2.774081,CHEMBL1865135,Timepidium,2.0
CHEMBL1865258,1,0.2521365955957726,0.10091202210705696,0.0009937315158089714,0.06634160546766485,0.5191034037342785,0.4759883051528782,Type II: Moderate poly-target,-2.5747206,0.5415665,CHEMBL1865258,Clofenamide,2.0
CHEMBL1865934,0,0.13707668915519317,0.0829661529461341,0.0011115019016283536,0.21994868070398663,0.09010800070487929,0.07760413771379644,Type III: Broad-spectrum,7.8363614,1.3915026,CHEMBL1865934,Chembl1865934,
CHEMBL186720,0,0.14008619314817697,0.14616432891532258,0.001728373288301051,0.1599654736882363,0.11648443439262371,0.11187374043285661,Type III: Broad-spectrum,6.435548,1.8049879,CHEMBL186720,Phenyltoloxamine,2.0
CHEMBL1867342,2,0.20482753227586417,0.24573815242758246,0.0045290715826110306,0.6925945104891038,0.010043992157544342,0.008835198289886298,Type I: Highly Selective,3.888356,11.205727,CHEMBL1867342,Butafenacil,
CHEMBL1868702,0,0.11210418962324717,0.0684220205595613,0.0006922182155675295,0.21052238668356366,0.01805566806072976,0.015316919115322038,Type III: Broad-spectrum,12.82768,2.4486415,CHEMBL1868702,Gestrinone,4.0
CHEMBL1870768,0,0.07959825432684706,0.06669075564980997,0.0005874658548515573,0.1051531748653621,0.005202643177458539,0.00485874279071376,Type III: Broad-spectrum,13.015659,-0.10588238,CHEMBL1870768,Dimethindene Maleate,4.0
CHEMBL1870796,0,0.07218589768815697,0.1141452843199458,0.0012776092176503384,0.15479160861605668,0.014799330727042481,0.016722643603813245,Type III: Broad-spectrum,12.254326,1.6174171,CHEMBL1870796,Pivagabine,2.0
CHEMBL187105,0,0.05979384998288544,0.06619872860599813,0.0005649660280890232,0.10146620348728363,0.001660675456645638,0.0017328069509732705,Type III: Broad-spectrum,13.445732,-0.2721842,CHEMBL187105,Chembl187105,
CHEMBL187139,2,0.15622505553138535,0.17471576554477594,0.0027521809796451,0.3633290048129718,0.03783955379253023,0.03381296261350718,Type I: Highly Selective,7.503946,7.966641,CHEMBL187139,Chembl187139,
CHEMBL1871418,0,0.12643104939295113,0.09187317692897125,0.0009745433586993451,0.24666246443635567,0.11720930811837187,0.11716945970556795,Type III: Broad-spectrum,7.3065877,1.2060659,CHEMBL1871418,Ronnel,2.0
CHEMBL187264,0,0.12104007619758883,0.09323825967378209,0.0019887980922081434,0.19861016075747354,0.009242925974914981,0.007630880842837934,Type III: Broad-spectrum,11.497634,3.234347,CHEMBL187264,Chembl187264,
CHEMBL187266,0,0.09170656899147409,0.041872541819919444,0.00042568054953871375,0.3730075145505083,0.009954344316389994,0.00979234075754698,Type III: Broad-spectrum,13.271375,6.0602736,CHEMBL187266,Tanshinone Iia,
CHEMBL1873475,1,0.23673514199948964,0.14423863857865235,0.004731231917932947,0.21411451803093431,0.29702638537797443,0.23203355696501654,Type II: Moderate poly-target,0.19424035,2.0077376,CHEMBL1873475,Ibrutinib,4.0
CHEMBL1874002,0,0.08621099422869452,0.012738115744061647,8.901035543842802e-05,0.13378177962277737,0.0683380933436713,0.06386624118204119,Type III: Broad-spectrum,11.412474,-0.97214884,CHEMBL1874002,Chembl1874002,
CHEMBL187460,0,0.06619289154042754,0.036218617512666244,0.00029630572885788856,0.1477029517048823,0.011229268712458981,0.011161303033237396,Type III: Broad-spectrum,13.703171,-0.333242,CHEMBL187460,Cryptotanshinone,
CHEMBL1874750,0,0.14910121771667284,0.11642548634261167,0.0031179363335533056,0.09522218128319927,0.13051605644841685,0.11141237760153962,Type III: Broad-spectrum,6.328458,0.798271,CHEMBL1874750,Cinepazide,4.0
CHEMBL1875086,0,0.1006927341267455,0.013619623264987356,8.513170068021228e-05,0.15547926123757758,0.10367914656126284,0.09643251420002574,Type III: Broad-spectrum,9.771019,-1.0044996,CHEMBL1875086,Methoprene,2.0
CHEMBL18754,0,0.14388810415743725,0.09392905769365768,0.0009723906574687019,0.1356164228969294,0.15718058735677287,0.1426874501578119,Type III: Broad-spectrum,5.430849,0.3597891,CHEMBL18754,Chembl18754,
CHEMBL1875805,0,0.09824992141297467,0.12436345873189433,0.0014090091140693856,0.1465367639529927,0.04809228022747783,0.049822352111627055,Type III: Broad-spectrum,10.378993,1.5038509,CHEMBL1875805,Acetylleucine,2.0
