,query,matched,score,ModelID,StrippedCellLineName
885,COR-L321,CORL321,93.33333333333333,ACH-001490,CORL321
886,DOV13,DOV13,100.0,ACH-001063,DOV13
887,Hey,,,,
888,JHOS-2,JHOS2,90.9090909090909,ACH-000132,JHOS2
889,JHOS-3,JHOS3,90.9090909090909,ACH-002146,JHOS3
890,OV-7,OV7,85.71428571428571,ACH-000688,OV7
891,OV-17R,OV17R,90.9090909090909,ACH-001373,OV17R
892,OV-56,OV56,88.88888888888889,ACH-000091,OV56
893,OVCA420,OVCA420,100.0,ACH-002181,OVCA420
894,OVCA433,OVCA433,100.0,ACH-002182,OVCA433
895,OVK-18,OVK18,90.9090909090909,ACH-000947,OVK18
896,PEO1,PEO1,100.0,ACH-001630,PEO1
897,UWB1.289,UWB1289,93.33333333333333,ACH-001418,UWB1289
898,FLO-1,FLO1,88.88888888888889,ACH-001500,FLO1
899,OACp4C,OACP4C,83.33333333333333,ACH-002292,OACP4C
900,OACM5-1,OACM51,92.3076923076923,ACH-001368,OACM51
901,SK-GT-4,SKGT4,83.33333333333333,ACH-001654,SKGT4
902,ESO26,ESO26,100.0,ACH-001496,ESO26
903,ESO51,ESO51,100.0,ACH-001497,ESO51
904,KYAE-1,KYAE1,90.9090909090909,ACH-001544,KYAE1
905,EMC-BAC-1,EMCBAC1,87.5,ACH-002101,EMCBAC1
906,EMC-BAC-2,EMCBAC2,87.5,ACH-002102,EMCBAC2
907,TE-4,TE4,85.71428571428571,ACH-000917,TE4
908,NCC021,NCC021,100.0,ACH-002168,NCC021
909,RCC-FG2,RCCFG2,92.3076923076923,ACH-002189,RCCFG2
910,RCC-JF,RCCJF,90.9090909090909,ACH-002190,RCCJF
911,RCC-JW,RCCJW,90.9090909090909,ACH-002191,RCCJW
912,RCC-ER,RCCER,90.9090909090909,ACH-002188,RCCER
913,RCC-AB,RCCAB,90.9090909090909,ACH-002187,RCCAB
914,RCC-MF,RCCMF,90.9090909090909,ACH-002192,RCCMF
915,KMS-11,KMS11,90.9090909090909,ACH-000714,KMS11
916,SNU-1040,SNU1040,93.33333333333333,ACH-000999,SNU1040
917,SNU-175,SNU175,92.3076923076923,ACH-000989,SNU175
918,SNU-407,SNU407,92.3076923076923,ACH-000955,SNU407
919,SNU-61,SNU61,90.9090909090909,ACH-000532,SNU61
920,SNU-81,SNU81,90.9090909090909,ACH-000991,SNU81
921,SNU-C5,SNUC5,90.9090909090909,ACH-000970,SNUC5
922,KNS-62,KNS62,90.9090909090909,ACH-000858,KNS62
923,NCI-H835,NCIH835,93.33333333333333,ACH-002177,NCIH835
924,KATOIII,KATOIII,100.0,ACH-000793,KATOIII
925,NCI-H1105,NCIH1105,94.11764705882354,ACH-000780,NCIH1105
926,NCI-H146,NCIH146,93.33333333333333,ACH-000506,NCIH146
927,Jurkat,,,,
928,NCI-H1341,NCIH1341,94.11764705882354,ACH-000129,NCIH1341
929,NCI-H2066,NCIH2066,94.11764705882354,ACH-000727,NCIH2066
930,PWR-1E,PWR1E,90.9090909090909,ACH-001383,PWR1E
931,RCH-ACV,RCHACV,92.3076923076923,ACH-000922,RCHACV
932,JHOS-4,JHOS4,90.9090909090909,ACH-000584,JHOS4
933,CML-T1,CMLT1,90.9090909090909,ACH-000920,CMLT1
934,VMRC-LCD,VMRCLCD,93.33333333333333,ACH-001233,VMRCLCD
935,NCI-H929,NCIH929,93.33333333333333,ACH-000050,NCIH929
936,HCC1143,HCC1143,100.0,ACH-000374,HCC1143
937,MHH-CALL-2,MHHCALL2,88.88888888888889,ACH-000020,MHHCALL2
938,NCI-H508,NCIH508,93.33333333333333,ACH-000360,NCIH508
939,SK-CO-1,SKCO1,83.33333333333333,ACH-000400,SKCO1
940,SK-MEL-31,SKMEL31,87.5,ACH-000640,SKMEL31
941,SUP-B8,SUPB8,90.9090909090909,ACH-002308,SUPB8
942,CMK,CMK,100.0,ACH-000641,CMK
943,COR-L279,CORL279,93.33333333333333,ACH-000257,CORL279
944,HCC-366,HCC366,92.3076923076923,ACH-000840,HCC366
945,JEKO-1,JEKO1,90.9090909090909,ACH-000357,JEKO1
946,KARPAS-1106P,KARPAS1106P,95.65217391304348,ACH-002254,KARPAS1106P
947,MOLM-16,MOLM16,92.3076923076923,ACH-000369,MOLM16
948,SK-GT-2,SKGT2,83.33333333333333,ACH-001653,SKGT2
949,NCC010,NCC010,100.0,ACH-002167,NCC010
950,MM1S,MM1S,100.0,ACH-000763,MM1S
951,OCI-LY7,OCILY7,92.3076923076923,ACH-001617,OCILY7
952,DiFi,,,,
953,COR-L32,CORL32,92.3076923076923,ACH-001489,CORL32
954,BONNA-12,BONNA12,93.33333333333333,ACH-001452,BONNA12
955,MHH-CALL-4,MHHCALL4,88.88888888888889,ACH-000156,MHHCALL4
956,TALL-1,TALL1,90.9090909090909,ACH-000197,TALL1
957,D-245MG,D245MG,92.3076923076923,ACH-002223,D245MG
958,NCI-H660,NCIH660,93.33333333333333,ACH-000177,NCIH660
959,NCI-H740,NCIH740,93.33333333333333,ACH-002175,NCIH740
960,U-CH2,UCH2,88.88888888888889,ACH-002204,UCH2
961,SNU-283,SNU283,92.3076923076923,ACH-000708,SNU283
