Drug Chembl ID,ICD10,logit_or,logit_ci_lower,logit_ci_upper,logit_p,exposed_occurred(a),exposed_no_occurred(b),no_exposed_occurred(c),no_exposed_no_occurred(d),Disease Description,Drug Name,Chembl ID,DrugBank ID,Drug Description,IUPAC Name,Molecular Weight,SMILES,ATC Code,ATC Level_0_code,ATC Level_0_name,ATC Level_1_code,ATC Level_1_name,ATC Level_2_code,ATC Level_2_name,ATC Level_3_code,ATC Level_3_name
CHEMBL1042,C02,0.604548892,0.389850799,0.937485221,0.024553327,26,100508,86,200982,Malignant neoplasm of other and unspecified parts of tongue,Cholecalciferol,CHEMBL1042,DB00169,"Vitamin D, in general, is a secosteroid generated in the skin when 7-dehydrocholesterol located there interacts with ultraviolet irradiation - like that commonly found in sunlight [L5689]. Both the endogenous form of vitamin D (that results from 7-dehydrocholesterol transformation), vitamin D3 (cholecalciferol), and the plant-derived form, vitamin D2 (ergocalciferol), are considered the main forms of vitamin d and are found in various types of food for daily intake [L5689]. Structurally, ergocalciferol differs from cholecalciferol in that it possesses a double bond between C22 and C23 and has an additional methyl group at C24 [L5689]. Finally, ergocalciferol is pharmacologically less potent than cholecalciferol, which makes vitamin D3 the preferred agent for medical use [L5689].

Appropriate levels of vitamin D must be upheld in the body in order to maintain calcium and phosphorus levels in a healthy physiologic range to sustain a variety of metabolic functions, transcription regulation, and bone metabolism [A223, L5689, L1782, L5771, F4027, F4042, F4048]. However, studies are also ongoing to determine whether or not cholecalciferol may also play certain roles in cancer, autoimmune disorders, cardiovascular disease, and other medical conditions that may be associated with vitamin D deficiency [L5689].","(1S,3Z)-3-{2-[(1R,3aS,4E,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexan-1-ol",384.6377,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,M05BB05,M05BB,"Bisphosphonates, combinations",M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M,MUSCULO-SKELETAL SYSTEM
CHEMBL1042,C02,0.604548892,0.389850799,0.937485221,0.024553327,26,100508,86,200982,Malignant neoplasm of other and unspecified parts of tongue,Cholecalciferol,CHEMBL1042,DB00169,"Vitamin D, in general, is a secosteroid generated in the skin when 7-dehydrocholesterol located there interacts with ultraviolet irradiation - like that commonly found in sunlight [L5689]. Both the endogenous form of vitamin D (that results from 7-dehydrocholesterol transformation), vitamin D3 (cholecalciferol), and the plant-derived form, vitamin D2 (ergocalciferol), are considered the main forms of vitamin d and are found in various types of food for daily intake [L5689]. Structurally, ergocalciferol differs from cholecalciferol in that it possesses a double bond between C22 and C23 and has an additional methyl group at C24 [L5689]. Finally, ergocalciferol is pharmacologically less potent than cholecalciferol, which makes vitamin D3 the preferred agent for medical use [L5689].

Appropriate levels of vitamin D must be upheld in the body in order to maintain calcium and phosphorus levels in a healthy physiologic range to sustain a variety of metabolic functions, transcription regulation, and bone metabolism [A223, L5689, L1782, L5771, F4027, F4042, F4048]. However, studies are also ongoing to determine whether or not cholecalciferol may also play certain roles in cancer, autoimmune disorders, cardiovascular disease, and other medical conditions that may be associated with vitamin D deficiency [L5689].","(1S,3Z)-3-{2-[(1R,3aS,4E,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexan-1-ol",384.6377,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,A11CC05,A11CC,Vitamin D and analogues,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11,VITAMINS,A,ALIMENTARY TRACT AND METABOLISM
CHEMBL1042,C02,0.604548892,0.389850799,0.937485221,0.024553327,26,100508,86,200982,Malignant neoplasm of other and unspecified parts of tongue,Cholecalciferol,CHEMBL1042,DB00169,"Vitamin D, in general, is a secosteroid generated in the skin when 7-dehydrocholesterol located there interacts with ultraviolet irradiation - like that commonly found in sunlight [L5689]. Both the endogenous form of vitamin D (that results from 7-dehydrocholesterol transformation), vitamin D3 (cholecalciferol), and the plant-derived form, vitamin D2 (ergocalciferol), are considered the main forms of vitamin d and are found in various types of food for daily intake [L5689]. Structurally, ergocalciferol differs from cholecalciferol in that it possesses a double bond between C22 and C23 and has an additional methyl group at C24 [L5689]. Finally, ergocalciferol is pharmacologically less potent than cholecalciferol, which makes vitamin D3 the preferred agent for medical use [L5689].

Appropriate levels of vitamin D must be upheld in the body in order to maintain calcium and phosphorus levels in a healthy physiologic range to sustain a variety of metabolic functions, transcription regulation, and bone metabolism [A223, L5689, L1782, L5771, F4027, F4042, F4048]. However, studies are also ongoing to determine whether or not cholecalciferol may also play certain roles in cancer, autoimmune disorders, cardiovascular disease, and other medical conditions that may be associated with vitamin D deficiency [L5689].","(1S,3Z)-3-{2-[(1R,3aS,4E,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexan-1-ol",384.6377,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,M05BB03,M05BB,"Bisphosphonates, combinations",M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M,MUSCULO-SKELETAL SYSTEM
CHEMBL1042,C02,0.604548892,0.389850799,0.937485221,0.024553327,26,100508,86,200982,Malignant neoplasm of other and unspecified parts of tongue,Cholecalciferol,CHEMBL1042,DB00169,"Vitamin D, in general, is a secosteroid generated in the skin when 7-dehydrocholesterol located there interacts with ultraviolet irradiation - like that commonly found in sunlight [L5689]. Both the endogenous form of vitamin D (that results from 7-dehydrocholesterol transformation), vitamin D3 (cholecalciferol), and the plant-derived form, vitamin D2 (ergocalciferol), are considered the main forms of vitamin d and are found in various types of food for daily intake [L5689]. Structurally, ergocalciferol differs from cholecalciferol in that it possesses a double bond between C22 and C23 and has an additional methyl group at C24 [L5689]. Finally, ergocalciferol is pharmacologically less potent than cholecalciferol, which makes vitamin D3 the preferred agent for medical use [L5689].

Appropriate levels of vitamin D must be upheld in the body in order to maintain calcium and phosphorus levels in a healthy physiologic range to sustain a variety of metabolic functions, transcription regulation, and bone metabolism [A223, L5689, L1782, L5771, F4027, F4042, F4048]. However, studies are also ongoing to determine whether or not cholecalciferol may also play certain roles in cancer, autoimmune disorders, cardiovascular disease, and other medical conditions that may be associated with vitamin D deficiency [L5689].","(1S,3Z)-3-{2-[(1R,3aS,4E,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexan-1-ol",384.6377,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,M05BB04,M05BB,"Bisphosphonates, combinations",M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M,MUSCULO-SKELETAL SYSTEM
CHEMBL1187833,C7A,0.583121846,0.376441465,0.903277454,0.015711604,26,9417,89,18797,Malignant neuroendocrine tumors,Umeclidinium,CHEMBL1187833,DB09076,"Umeclidinium is a long-acting muscarinic antagonist (LAMA) used as maintenance treatment for symptoms of chronic obstructive pulmonary disease (COPD). It is available as a once-daily inhalation monotherapy or as a fixed-dose combination product with the long-acting beta2-agonist vilanterol. COPD is a progressive obstructive lung disease characterized by shortness of breath, cough, sputum production, and chronically poor airflow with a forced expiratory volume in 1 second (FEV1) of less than 80%. By blocking the M3 muscarinic receptor which is highly expressed in airway smooth muscle of the lungs, umeclidinium inhibits the binding of acetylcholine and thereby opens up the airways by preventing bronchoconstriction. Its use has been shown to provide clinically significant, sustained improvements in lung function.",1-[2-(benzyloxy)ethyl]-4-(hydroxydiphenylmethyl)-1-azabicyclo[2.2.2]octan-1-ium,428.595,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,R03AL08,R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,R03A,"ADRENERGICS, INHALANTS",R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R,RESPIRATORY SYSTEM
CHEMBL1187833,C7A,0.583121846,0.376441465,0.903277454,0.015711604,26,9417,89,18797,Malignant neuroendocrine tumors,Umeclidinium,CHEMBL1187833,DB09076,"Umeclidinium is a long-acting muscarinic antagonist (LAMA) used as maintenance treatment for symptoms of chronic obstructive pulmonary disease (COPD). It is available as a once-daily inhalation monotherapy or as a fixed-dose combination product with the long-acting beta2-agonist vilanterol. COPD is a progressive obstructive lung disease characterized by shortness of breath, cough, sputum production, and chronically poor airflow with a forced expiratory volume in 1 second (FEV1) of less than 80%. By blocking the M3 muscarinic receptor which is highly expressed in airway smooth muscle of the lungs, umeclidinium inhibits the binding of acetylcholine and thereby opens up the airways by preventing bronchoconstriction. Its use has been shown to provide clinically significant, sustained improvements in lung function.",1-[2-(benzyloxy)ethyl]-4-(hydroxydiphenylmethyl)-1-azabicyclo[2.2.2]octan-1-ium,428.595,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,R03AL03,R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,R03A,"ADRENERGICS, INHALANTS",R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R,RESPIRATORY SYSTEM
CHEMBL1187833,C7A,0.583121846,0.376441465,0.903277454,0.015711604,26,9417,89,18797,Malignant neuroendocrine tumors,Umeclidinium,CHEMBL1187833,DB09076,"Umeclidinium is a long-acting muscarinic antagonist (LAMA) used as maintenance treatment for symptoms of chronic obstructive pulmonary disease (COPD). It is available as a once-daily inhalation monotherapy or as a fixed-dose combination product with the long-acting beta2-agonist vilanterol. COPD is a progressive obstructive lung disease characterized by shortness of breath, cough, sputum production, and chronically poor airflow with a forced expiratory volume in 1 second (FEV1) of less than 80%. By blocking the M3 muscarinic receptor which is highly expressed in airway smooth muscle of the lungs, umeclidinium inhibits the binding of acetylcholine and thereby opens up the airways by preventing bronchoconstriction. Its use has been shown to provide clinically significant, sustained improvements in lung function.",1-[2-(benzyloxy)ethyl]-4-(hydroxydiphenylmethyl)-1-azabicyclo[2.2.2]octan-1-ium,428.595,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,R03BB07,R03BB,Anticholinergics,R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R,RESPIRATORY SYSTEM
CHEMBL126,C61,0.50688542,0.32903372,0.780870814,0.002057286,26,4367,102,8684,Malignant neoplasm of prostate,Linezolid,CHEMBL126,DB00601,"Linezolid is a synthetic antibiotic which is used for the treatment of infections caused by aerobic Gram-positive bacteria. Its effects are bacteriostatic against both enterococci and staphylococci and bactericidal against most isolates of streptococci.[L32965] Linezolid exerts its antibacterial activity by inhibiting the initiation of bacterial protein synthesis - more specifically, it binds to the 23S ribosomal RNA of the 50S subunit[A11227,A199050] and, in doing so, prevents the formation of the 70S initiation complex which is essential for bacterial reproduction.

Linezolid was initially approved in 2000 and was the first member of the oxazolidinone antibiotic class.[A233425] A second member of this class, [tedizolid], was approved by the FDA in 2014 and is considered generally more effective and tolerable than its predecessor.","N-{[(5S)-3-[3-fluoro-4-(morpholin-4-yl)phenyl]-2-oxo-1,3-oxazolidin-5-yl]methyl}acetamide",337.3461,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,J01XX08,J01XX,Other antibacterials,J01X,OTHER ANTIBACTERIALS,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J,ANTIINFECTIVES FOR SYSTEMIC USE
CHEMBL158,C44,0.615393435,0.392512797,0.96483244,0.034344791,25,5061,81,10091,Other and unspecified malignant neoplasm of skin,Aztreonam,CHEMBL158,DB00355,"A monocyclic beta-lactam antibiotic originally isolated from Chromobacterium violaceum. It is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. It may cause a superinfection with gram-positive organisms.","(2S,3S)-3-[(2Z)-2-(2-azaniumyl-1,3-thiazol-4-yl)-2-[(1-carboxy-1-methylethoxy)imino]acetamido]-2-methyl-4-oxoazetidine-1-sulfonate",435.433,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,J01DF01,J01DF,Monobactams,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J,ANTIINFECTIVES FOR SYSTEMIC USE
CHEMBL1009,C18,0.525318811,0.337948292,0.816574193,0.004232017,25,11878,95,23711,Malignant neoplasm of colon,Levodopa,CHEMBL1009,DB01235,"Levodopa is a prodrug of dopamine that is administered to patients with Parkinson's due to its ability to cross the blood-brain barrier[Label]. Levodopa can be metabolised to dopamine on either side of the blood-brain barrier and so it is generally administered with a dopa decarboxylase inhibitor like carbidopa to prevent metabolism until after it has crossed the blood-brain barrier[Label,A177781]. Once past the blood-brain barrier, levodopa is metabolized to dopamine and supplements the low endogenous levels of dopamine to treat symptoms of Parkinson's[Label]. The first developed drug product that was approved by the FDA was a levodopa and carbidopa combined product called Sinemet that was approved on May 2, 1975[A177781,L6133].","(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",197.1879,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,N04BA03,N04BA,Dopa and dopa derivatives,N04B,DOPAMINERGIC AGENTS,N04,ANTI-PARKINSON DRUGS,N,NERVOUS SYSTEM
CHEMBL1009,C18,0.525318811,0.337948292,0.816574193,0.004232017,25,11878,95,23711,Malignant neoplasm of colon,Levodopa,CHEMBL1009,DB01235,"Levodopa is a prodrug of dopamine that is administered to patients with Parkinson's due to its ability to cross the blood-brain barrier[Label]. Levodopa can be metabolised to dopamine on either side of the blood-brain barrier and so it is generally administered with a dopa decarboxylase inhibitor like carbidopa to prevent metabolism until after it has crossed the blood-brain barrier[Label,A177781]. Once past the blood-brain barrier, levodopa is metabolized to dopamine and supplements the low endogenous levels of dopamine to treat symptoms of Parkinson's[Label]. The first developed drug product that was approved by the FDA was a levodopa and carbidopa combined product called Sinemet that was approved on May 2, 1975[A177781,L6133].","(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",197.1879,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,N04BA01,N04BA,Dopa and dopa derivatives,N04B,DOPAMINERGIC AGENTS,N04,ANTI-PARKINSON DRUGS,N,NERVOUS SYSTEM
CHEMBL1009,C18,0.525318811,0.337948292,0.816574193,0.004232017,25,11878,95,23711,Malignant neoplasm of colon,Levodopa,CHEMBL1009,DB01235,"Levodopa is a prodrug of dopamine that is administered to patients with Parkinson's due to its ability to cross the blood-brain barrier[Label]. Levodopa can be metabolised to dopamine on either side of the blood-brain barrier and so it is generally administered with a dopa decarboxylase inhibitor like carbidopa to prevent metabolism until after it has crossed the blood-brain barrier[Label,A177781]. Once past the blood-brain barrier, levodopa is metabolized to dopamine and supplements the low endogenous levels of dopamine to treat symptoms of Parkinson's[Label]. The first developed drug product that was approved by the FDA was a levodopa and carbidopa combined product called Sinemet that was approved on May 2, 1975[A177781,L6133].","(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",197.1879,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,N04BA02,N04BA,Dopa and dopa derivatives,N04B,DOPAMINERGIC AGENTS,N04,ANTI-PARKINSON DRUGS,N,NERVOUS SYSTEM
CHEMBL189,C7A,0.594279398,0.380013696,0.929355985,0.022542507,25,10555,84,21076,Malignant neuroendocrine tumors,Milrinone,CHEMBL189,DB00235,"Heart failure is a multifactorial condition that affects roughly 1-2% of the adult population. Often the result of long-term myocardial ischemia, cardiomyopathy, or other cardiac insults, heart failure results from an inability of the heart to perfuse peripheral tissues with sufficient oxygen and metabolites, resulting in complex systemic pathologies. Heart failure is underpinned by numerous physiological changes, including alteration in β-adrenergic signalling and cyclic adenosine monophosphate (cAMP) production, which affects the heart's contractile function and cardiac output.[A228323] Milrinone is a second-generation bipyridine phosphodiesterase (PDE) inhibitor created through chemical modification of [amrinone].[A228333] As a PDE-III inhibitor, milrinone results in increased cAMP levels and improves cardiac function and peripheral vasodilation in acute decongested heart failure.[A228338, A11759, A228323, A228333, A228348, L31483]

Milrinone was originally synthesized at the Sterling Winthrop Research Institute in the 1980s.[A228333] It was approved by the FDA on December 31, 1987, and was marketed under the trademark PRIMACOR® by Sanofi-Aventis US before being discontinued.[L31483]","2-methyl-6-oxo-1,6-dihydro-[3,4'-bipyridine]-5-carbonitrile",211.2194,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,C01CE02,C01CE,Phosphodiesterase inhibitors,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01,CARDIAC THERAPY,C,CARDIOVASCULAR SYSTEM
CHEMBL1201236,C18,0.587303194,0.375789081,0.917868716,0.019483579,25,11044,85,22053,Malignant neoplasm of colon,Carbidopa Anhydrous,CHEMBL1201236,DB00190,"Carbidopa presents a chemical denomination of N-amino-alpha-methyl-3-hydroxy-L-tyrosine monohydrate. It potently inhibits aromatic amino acid decarboxylase (DDC) and due to its chemical properties, it does not cross the blood-brain barrier. Due to its activity, carbidopa is always administered concomitantly with [levodopa]. An individual formulation containing solely carbidopa was generated to treat nausea in patients where the combination therapy [levodopa]/carbidopa is not efficient reducing nausea.[T394] 

The first approved product by the FDA containing only carbidopa was developed by Amerigens Pharmaceuticals Ltd and approved on 2014.[L5110] On the other hand, the combination treatment of carbidopa/levodopa was originally developed by Watson Labs but the historical information by the FDA brings back to the approval of this combination therapy developed by Mayne Pharma in 1992.[L5113]","(2S)-3-(3,4-dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid",226.2292,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,,,,,,,,,
CHEMBL1201016,C73,0.475744575,0.307503617,0.736033294,0.000848564,25,29368,105,58681,Malignant neoplasm of thyroid gland,Cefpodoxime Proxetil,,,,,,,,,,,,,,,
CHEMBL1009,C7A,0.525318811,0.337948292,0.816574193,0.004232017,25,11878,95,23711,Malignant neuroendocrine tumors,Levodopa,CHEMBL1009,DB01235,"Levodopa is a prodrug of dopamine that is administered to patients with Parkinson's due to its ability to cross the blood-brain barrier[Label]. Levodopa can be metabolised to dopamine on either side of the blood-brain barrier and so it is generally administered with a dopa decarboxylase inhibitor like carbidopa to prevent metabolism until after it has crossed the blood-brain barrier[Label,A177781]. Once past the blood-brain barrier, levodopa is metabolized to dopamine and supplements the low endogenous levels of dopamine to treat symptoms of Parkinson's[Label]. The first developed drug product that was approved by the FDA was a levodopa and carbidopa combined product called Sinemet that was approved on May 2, 1975[A177781,L6133].","(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",197.1879,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,N04BA03,N04BA,Dopa and dopa derivatives,N04B,DOPAMINERGIC AGENTS,N04,ANTI-PARKINSON DRUGS,N,NERVOUS SYSTEM
CHEMBL1009,C7A,0.525318811,0.337948292,0.816574193,0.004232017,25,11878,95,23711,Malignant neuroendocrine tumors,Levodopa,CHEMBL1009,DB01235,"Levodopa is a prodrug of dopamine that is administered to patients with Parkinson's due to its ability to cross the blood-brain barrier[Label]. Levodopa can be metabolised to dopamine on either side of the blood-brain barrier and so it is generally administered with a dopa decarboxylase inhibitor like carbidopa to prevent metabolism until after it has crossed the blood-brain barrier[Label,A177781]. Once past the blood-brain barrier, levodopa is metabolized to dopamine and supplements the low endogenous levels of dopamine to treat symptoms of Parkinson's[Label]. The first developed drug product that was approved by the FDA was a levodopa and carbidopa combined product called Sinemet that was approved on May 2, 1975[A177781,L6133].","(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",197.1879,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,N04BA01,N04BA,Dopa and dopa derivatives,N04B,DOPAMINERGIC AGENTS,N04,ANTI-PARKINSON DRUGS,N,NERVOUS SYSTEM
CHEMBL1009,C7A,0.525318811,0.337948292,0.816574193,0.004232017,25,11878,95,23711,Malignant neuroendocrine tumors,Levodopa,CHEMBL1009,DB01235,"Levodopa is a prodrug of dopamine that is administered to patients with Parkinson's due to its ability to cross the blood-brain barrier[Label]. Levodopa can be metabolised to dopamine on either side of the blood-brain barrier and so it is generally administered with a dopa decarboxylase inhibitor like carbidopa to prevent metabolism until after it has crossed the blood-brain barrier[Label,A177781]. Once past the blood-brain barrier, levodopa is metabolized to dopamine and supplements the low endogenous levels of dopamine to treat symptoms of Parkinson's[Label]. The first developed drug product that was approved by the FDA was a levodopa and carbidopa combined product called Sinemet that was approved on May 2, 1975[A177781,L6133].","(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",197.1879,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,N04BA02,N04BA,Dopa and dopa derivatives,N04B,DOPAMINERGIC AGENTS,N04,ANTI-PARKINSON DRUGS,N,NERVOUS SYSTEM
CHEMBL1201236,C7A,0.536587764,0.344843827,0.834947318,0.005787158,25,11044,93,22045,Malignant neuroendocrine tumors,Carbidopa Anhydrous,CHEMBL1201236,DB00190,"Carbidopa presents a chemical denomination of N-amino-alpha-methyl-3-hydroxy-L-tyrosine monohydrate. It potently inhibits aromatic amino acid decarboxylase (DDC) and due to its chemical properties, it does not cross the blood-brain barrier. Due to its activity, carbidopa is always administered concomitantly with [levodopa]. An individual formulation containing solely carbidopa was generated to treat nausea in patients where the combination therapy [levodopa]/carbidopa is not efficient reducing nausea.[T394] 

The first approved product by the FDA containing only carbidopa was developed by Amerigens Pharmaceuticals Ltd and approved on 2014.[L5110] On the other hand, the combination treatment of carbidopa/levodopa was originally developed by Watson Labs but the historical information by the FDA brings back to the approval of this combination therapy developed by Mayne Pharma in 1992.[L5113]","(2S)-3-(3,4-dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid",226.2292,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,,,,,,,,,
CHEMBL451,C47,0.367880808,0.237870359,0.568949783,6.96e-06,24,11214,130,22346,Malignant neoplasm of prph nerves and autonomic nervous sys,Chlordiazepoxide,CHEMBL451,DB00475,"An anxiolytic benzodiazepine derivative with anticonvulsant, sedative, and amnesic properties. It has also been used in the symptomatic treatment of alcohol withdrawal.","7-chloro-2-(methylamino)-5-phenyl-3H-1,4-benzodiazepin-4-ium-4-olate",299.755,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1,N05BA02,N05BA,Benzodiazepine derivatives,N05B,ANXIOLYTICS,N05,PSYCHOLEPTICS,N,NERVOUS SYSTEM
CHEMBL877,C16,0.557681233,0.354618501,0.877022368,0.011470246,24,23139,86,46240,Malignant neoplasm of stomach,Tranexamic Acid,CHEMBL877,DB00302,"Tranexamic acid is a synthetic derivative of [lysine] used as an antifibrinolytic in the treatment and prevention of major bleeding. It possesses a similar mechanism of action to [aminocaproic acid] but is approximately 10-fold more potent.[L31883]

It was first patented in 1957[A230108] and received its initial US approval in 1986.[L31858]","(1r,4r)-4-(aminomethyl)cyclohexane-1-carboxylic acid",157.2102,NC[C@H]1CC[C@@H](CC1)C(O)=O,B02AA02,B02AA,Amino acids,B02A,ANTIFIBRINOLYTICS,B02,ANTIHEMORRHAGICS,B,BLOOD AND BLOOD FORMING ORGANS
CHEMBL1429,C7A,0.526421688,0.335546144,0.825876854,0.005229059,24,10792,91,21541,Malignant neuroendocrine tumors,Desmopressin,CHEMBL1429,DB00035,"Desmopressin (dDAVP), a synthetic analogue of 8-arginine vasopressin (ADH), is an antidiuretic peptide drug modified by deamination of 1-cysteine and substitution of 8-L-arginine by 8-D-arginine. ADH is an endogenous pituitary hormone that has a crucial role in the control of the water content in the body. Upon release from the stimulation of increased plasma osmolarity or decreased circulating blood volume, ADH mainly acts on the cells of the distal part of the nephron and the collecting tubules in the kidney [T28]. The hormone interacts with V1, V2 or V3 receptors with differing signal cascade systems.

Desmopressin displays enhanced antidiuretic potency, fewer pressor effects due to V2-selective actions, and a prolonged half-life and duration of action compared to endogenous ADH [A31661]. It has been employed clinically since 1972 and is available in various formulations including intranasal solution, intravenous solution, oral tablet and oral lyophilisate [A31662]. Desmopressin is indicated for the treatment of polyuric conditions including primary nocturnal enuresis, nocturia, and diabetes insipidus. It was also newly approved for the treatment of mild classical hemophilia and von Willebrand's disease for minor surgeries. The active ingredient in most formulations is desmopressin acetate. Nocdurna, or desmopressin acetate, was approved by the FDA on June 21st, 2018 for the treatment of nocturia due to nocturnal polyuria in adults. It is available as a sublingual tablet.","(2R)-2-{[(2S)-1-[(4R,7S,10S,13S,16S)-13-benzyl-10-(2-carbamoylethyl)-7-(carbamoylmethyl)-16-[(4-hydroxyphenyl)methyl]-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentaazacycloicosane-4-carbonyl]pyrrolidin-2-yl]formamido}-5-carbamimidamido-N-(carbamoylmethyl)pentanamide",1069.22,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,H01BA02,H01BA,Vasopressin and analogues,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS"
CHEMBL1201212,C7A,0.488840033,0.312669482,0.764272151,0.001695229,24,12810,98,25570,Malignant neuroendocrine tumors,Midodrine,CHEMBL1201212,DB00211,An ethanolamine derivative that is an adrenergic alpha agonist. It is used as a vasoconstrictor agent in the treatment of hypotension.,"2-amino-N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]acetamide",254.2823,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,C01CA17,C01CA,Adrenergic and dopaminergic agents,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01,CARDIAC THERAPY,C,CARDIOVASCULAR SYSTEM
CHEMBL59,C50,0.35893791,0.227782757,0.565610958,1.01e-05,22,8188,122,16298,Malignant neoplasm of breast,Dopamine,CHEMBL59,DB00988,"One of the catecholamine neurotransmitters in the brain.  It is derived from tyrosine and is the precursor to norepinephrine and epinephrine. Dopamine is a major transmitter in the extrapyramidal system of the brain, and important in regulating movement. A family of receptors (receptors, dopamine) mediate its action.","4-(2-aminoethyl)benzene-1,2-diol",153.1784,NCCC1=CC(O)=C(O)C=C1,C01CA04,C01CA,Adrenergic and dopaminergic agents,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01,CARDIAC THERAPY,C,CARDIOVASCULAR SYSTEM
